,OBJECTID,CATEGORIA,NOMBRE,ABREVIADO,ID_DISTRITO,PROPIETARIO,SHAPE
283,292,NO CATÓLICA,IGLESIA MISIONERA CRISTO RESUCITÓ,IGLESIA CRISTO RESUCITÓ,9,PRIVADO,"{'rings': [[[483090.0346999997, 1100917.6152], [483097.33029999956, 1100914.522500001], [483091.93790000025, 1100901.200099999], [483084.2457999997, 1100904.4514000006], [483090.0346999997, 1100917.6152]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
284,293,CATÓLICA,"IGLESIA DE SAN PEDRO, RINCÓN GRANDE",IGLESIA DE SAN PEDRO,9,ESTADO,"{'rings': [[[482964.79250000045, 1100946.3537000008], [482958.7708999999, 1100933.3564999998], [482940.4000000004, 1100941.6658999994], [482946.6012000004, 1100955.4276], [482964.79250000045, 1100946.3537000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
285,294,CATÓLICA,"IGLESIA DE SAN PEDRO, RINCÓN GRANDE",IGLESIA DE SAN PEDRO,9,ESTADO,"{'rings': [[[482961.28139999975, 1100972.6075], [482962.7017999999, 1100975.6984], [482964.42229999974, 1100974.8681000005], [482962.96190000046, 1100971.8772], [482961.28139999975, 1100972.6075]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
286,295,CATÓLICA,"IGLESIA DE SAN PEDRO, RINCÓN GRANDE",IGLESIA DE SAN PEDRO,9,ESTADO,"{'rings': [[[482966.04279999994, 1100983.0004999992], [482966.2728000004, 1100983.5007000007], [482964.8024000004, 1100988.7322000004], [482964.5723000001, 1100988.8223], [482967.1030000001, 1100989.4024], [482968.92360000033, 1100983.7207999993], [482966.04279999994, 1100983.0004999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
287,296,CATÓLICA,"IGLESIA DE SAN PEDRO, RINCÓN GRANDE",IGLESIA DE SAN PEDRO,9,ESTADO,"{'rings': [[[482955.03949999996, 1100993.0133999996], [482957.4302000003, 1100992.0331999995], [482957.69020000007, 1100991.9231000002], [482956.96999999974, 1100990.8827999998], [482961.7115000002, 1100988.7721999995], [482962.1616000002, 1100989.7424999997], [482962.3515999997, 1100989.6724999994], [482964.5723000001, 1100988.8223], [482964.8024000004, 1100988.7322000004], [482966.2728000004, 1100983.5007000007], [482966.04279999994, 1100983.0004999992], [482962.7017999999, 1100975.6984], [482961.28139999975, 1100972.6075], [482958.17059999984, 1100965.8154000007], [482957.8705000002, 1100965.1552000009], [482951.8986999998, 1100961.7041999996], [482943.5563000003, 1100965.5252], [482942.66789999977, 1100965.9329000004], [482942.3359000003, 1100966.0854000002], [482941.4956, 1100972.1972000003], [482945.41669999994, 1100980.8597999997], [482949.6579, 1100990.2325999998], [482949.9879999999, 1100990.9827999994], [482954.7894000001, 1100993.1235000007], [482955.03949999996, 1100993.0133999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
288,297,CATÓLICA,"IGLESIA DE SAN PEDRO, RINCÓN GRANDE",IGLESIA DE SAN PEDRO,9,ESTADO,"{'rings': [[[482976.58800000045, 1100993.2190000005], [482982.52699999977, 1100990.4272000007], [482982.90330000035, 1100990.2473000009], [482983.3010999998, 1100990.0570999999], [482984.20940000005, 1100989.6228999998], [482985.3671000004, 1100989.0694999993], [482984.54559999984, 1100987.3934000004], [482982.7876000004, 1100983.8067000005], [482980.94689999986, 1100980.0511000007], [482980.7893000003, 1100979.7298000008], [482979.77419999987, 1100980.2098999992], [482970.85809999984, 1100984.1962000001], [482971.0859000003, 1100984.9706999995], [482970.5014000004, 1100985.3114], [482974.28249999974, 1100993.2938], [482975.3679999998, 1100992.8060999997], [482975.7653000001, 1100993.6039000005], [482976.58800000045, 1100993.2190000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
289,298,CATÓLICA,"IGLESIA DE SAN PEDRO, RINCÓN GRANDE",IGLESIA DE SAN PEDRO,9,ESTADO,"{'rings': [[[482979.77419999987, 1100980.2098999992], [482980.7893000003, 1100979.7298000008], [482980.02249999996, 1100978.1652000006], [482977.09970000014, 1100972.2019999996], [482967.64639999997, 1100976.6382], [482970.85809999984, 1100984.1962000001], [482979.77419999987, 1100980.2098999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
290,299,CATÓLICA,"IGLESIA DE SAN PEDRO, RINCÓN GRANDE",IGLESIA DE SAN PEDRO,9,ESTADO,"{'rings': [[[482943.38269999996, 1101008.5604999997], [482945.74909999967, 1101007.4798000008], [482957.0131999999, 1101002.3301999997], [482953.9288999997, 1100995.5461], [482953.90859999973, 1100995.4976000004], [482948.34750000015, 1100993.2134000007], [482948.54750000034, 1100992.7632999998], [482949.6579, 1100990.2325999998], [482945.41669999994, 1100980.8597999997], [482941.4956, 1100972.1972000003], [482942.3359000003, 1100966.0854000002], [482944.7284000004, 1100963.0782999992], [482944.0406999998, 1100961.4081999995], [482942.7636000002, 1100961.0153], [482940.11110000033, 1100961.0153], [482934.7078, 1100963.5694999993], [482934.31489999965, 1100963.0782999992], [482921.1506000003, 1100969.2675], [482918.49810000043, 1100963.8642999995], [482907.6517000003, 1100969.1195], [482913.87490000017, 1100982.615700001], [482914.66669999994, 1100982.1371], [482922.88709999993, 1100999.6961000003], [482923.3119000001, 1100999.4275000002], [482929.97919999994, 1101014.6820999999], [482943.38269999996, 1101008.5604999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
291,300,NO CATÓLICA,IGLESIA PALOMA BLANCA,IGLESIA PALOMA BLANCA,9,PRIVADO,"{'rings': [[[484799.4609000003, 1099702.794399999], [484812.69010000024, 1099699.1961000003], [484817.55590000004, 1099717.5046999995], [484820.1760999998, 1099716.8451000005], [484833.9801000003, 1099713.3840999994], [484826.11789999995, 1099684.2054999992], [484803.36110000033, 1099690.3370999992], [484802.9210999999, 1099688.706700001], [484793.4480999997, 1099702.0505], [484795.4486999996, 1099701.4904999994], [484796.0789000001, 1099703.7810999993], [484799.4609000003, 1099702.794399999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
292,301,NO CATÓLICA,IGLESIA PALOMA BLANCA,IGLESIA PALOMA BLANCA,9,PRIVADO,"{'rings': [[[484735.1319000004, 1099704.1305], [484735.40950000007, 1099700.3691000007], [484735.1710999999, 1099697.3989000004], [484734.7109000003, 1099688.6563000008], [484697.4199000001, 1099690.6465000007], [484698.0301000001, 1099702.1699], [484713.20330000017, 1099701.3583000004], [484713.6288999999, 1099708.7852999996], [484735.11390000023, 1099707.2186999992], [484735.1319000004, 1099704.1305]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
293,302,NO CATÓLICA,IGLESIA PALOMA BLANCA,IGLESIA PALOMA BLANCA,9,PRIVADO,"{'rings': [[[484775.26269999985, 1099724.0068999995], [484774.2372000003, 1099720.0804999992], [484779.69409999996, 1099718.5552999992], [484779.82409999985, 1099717.5550999995], [484777.0033, 1099715.5745], [484752.2260999996, 1099712.6034999993], [484737.8019000003, 1099701.8901000004], [484735.40950000007, 1099700.3691000007], [484735.1319000004, 1099704.1305], [484750.8655000003, 1099715.8542999998], [484771.84169999976, 1099718.3652999997], [484767.47030000016, 1099719.5254999995], [484768.0005000001, 1099721.4960999992], [484768.32070000004, 1099721.4060999993], [484769.4310999997, 1099725.5572999995], [484775.26269999985, 1099724.0068999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
294,303,NO CATÓLICA,IGLESIA PALOMA BLANCA,IGLESIA PALOMA BLANCA,9,PRIVADO,"{'rings': [[[484804.0120000001, 1099720.9097000007], [484799.4609000003, 1099702.794399999], [484796.0789000001, 1099703.7810999993], [484793.10809999984, 1099704.5812999997], [484795.6986999996, 1099714.2842999995], [484779.69409999996, 1099718.5552999992], [484774.2372000003, 1099720.0804999992], [484775.26269999985, 1099724.0068999995], [484776.04289999977, 1099726.9177], [484781.3744999999, 1099725.4975000005], [484781.6545000002, 1099726.5276999995], [484801.04030000046, 1099721.6565000005], [484804.0120000001, 1099720.9097000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
295,304,NO CATÓLICA,IGLESIA PALOMA BLANCA,IGLESIA PALOMA BLANCA,9,PRIVADO,"{'rings': [[[484817.55590000004, 1099717.5046999995], [484812.69010000024, 1099699.1961000003], [484799.4609000003, 1099702.794399999], [484804.0120000001, 1099720.9097000007], [484814.45430000033, 1099718.2854999993], [484817.55590000004, 1099717.5046999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
296,305,NO CATÓLICA,IGLESIA NO CATÓLICA,IGLESIA NO CATÓLICA,10,PRIVADO,"{'rings': [[[489609.4824999999, 1095580.0007000007], [489603.9263000004, 1095569.3643999994], [489587.0438000001, 1095578.7781000007], [489592.4168999996, 1095589.4463], [489609.4824999999, 1095580.0007000007]], [[489614.5850999998, 1095581.8808999993], [489612.0070000002, 1095571.8246], [489608.2125000004, 1095573.5713], [489610.99069999997, 1095581.0325000007], [489609.7999999998, 1095581.5088], [489611.8638000004, 1095587.0650999993], [489601.8624999998, 1095590.1607000008], [489603.0365000004, 1095594.8564999998], [489603.35830000043, 1095594.7612999994], [489611.9121000003, 1095592.2299000006], [489614.14190000016, 1095591.5996000003], [489614.9910000004, 1095591.359099999], [489616.87490000017, 1095590.8180999998], [489614.5850999998, 1095581.8808999993]], [[489587.4956, 1095590.5576000009], [489582.41559999995, 1095579.5243999995], [489575.1326000001, 1095583.1658999994], [489580.8280999996, 1095593.8913000003], [489587.4956, 1095590.5576000009]], [[489595.32689999975, 1095597.1381], [489594.08380000014, 1095593.3356999997], [489586.22559999954, 1095595.7169000003], [489587.5546000004, 1095599.4382000007], [489595.32689999975, 1095597.1381]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
297,306,NO CATÓLICA,IGLESIA CRISTIANA VIDA NUEVA,IGLESIA VIDA NUEVA,10,PRIVADO,"{'rings': [[[488994.9685000004, 1095985.2789999992], [488982.2355000004, 1095990.0347000007], [488987.09109999985, 1095998.4789000005], [488991.13680000044, 1096005.5146999992], [488995.3356999997, 1096003.6362999994], [488994.32070000004, 1096001.0091999993], [488998.67920000013, 1095999.2180000003], [488996.82830000017, 1095993.9042000007], [488998.1046000002, 1095993.5592999998], [488994.9685000004, 1095985.2789999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
298,307,CATÓLICA,"IGLESIA DE SANTA LUCÍA, HATILLO 5",IGLESIA SANTA LUCÍA,10,ESTADO,"{'rings': [[[488128.2263000002, 1096485.0581], [488129.926, 1096475.7645999994], [488117.00179999974, 1096474.1417999994], [488114.9819, 1096474.2029999997], [488113.1457000002, 1096474.7539000008], [488111.1257999996, 1096475.6720000003], [488109.3507000003, 1096477.8143000007], [488108.6774000004, 1096479.8954000007], [488108.5549999997, 1096483.3231000006], [488108.92229999974, 1096485.0982000008], [488117.2945999997, 1096495.6991000008], [488124.10199999996, 1096491.2190000005], [488128.2263000002, 1096485.0581]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
299,308,NO CATÓLICA,IGLESIA BÍBLICA BETANIA LOS LAURELES,IGLESIA LOS LAURELES,9,PRIVADO,"{'rings': [[[483463.7832000004, 1100899.2676], [483467.5516999997, 1100898.7335], [483467.5530000003, 1100898.7568999995], [483482.39719999954, 1100897.0263], [483479.4592000004, 1100890.5834999997], [483467.7690000003, 1100894.0694999993], [483463.0120000001, 1100895.5305000003], [483463.7832000004, 1100899.2676]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
300,309,CATÓLICA,IGLESIA JESUCRISTO RESUCITADO,IGLESIA JESUCRISTO RESUCITADO,10,ESTADO,"{'rings': [[[488400.9073000001, 1097005.7416999992], [488401.4274000004, 1097002.320699999], [488411.36039999966, 1097003.4811000004], [488411.37040000036, 1097002.5008000005], [488415.94180000015, 1096998.9497999996], [488416.50189999957, 1096994.2283999994], [488419.62289999984, 1096991.7377000004], [488417.16220000014, 1096988.7168000005], [488417.7324000001, 1096983.9553999994], [488414.42140000034, 1096979.5240000002], [488414.5714999996, 1096978.3336999994], [488404.51850000024, 1096977.1633000001], [488404.77859999985, 1096973.8023000006], [488396.7862999998, 1096972.852], [488396.7061999999, 1096976.2530000005], [488377.5105999997, 1096973.9520999994], [488377.47059999965, 1096974.3223], [488376.4802000001, 1096982.8347999994], [488371.50879999995, 1096982.1245000008], [488370.4583999999, 1096989.5467000008], [488375.62990000006, 1096990.1969000008], [488374.6796000004, 1096998.4192999993], [488374.61959999986, 1096998.9594999999], [488393.41509999987, 1097001.3103], [488392.9249, 1097004.9313999992], [488400.9073000001, 1097005.7416999992]], [[488351.6830000002, 1096973.2618000004], [488351.69299999997, 1096970.9510999992], [488352.8132999996, 1096971.1711999997], [488355.84420000017, 1096968.1702999994], [488358.4349999996, 1096968.3203999996], [488359.2153000003, 1096959.4978], [488355.6342000002, 1096959.1975999996], [488355.5142000001, 1096961.7383999992], [488352.7034, 1096961.5083000008], [488352.8333999999, 1096959.3277000003], [488347.0217000004, 1096958.9474999998], [488346.49149999954, 1096967.0699000005], [488348.40199999977, 1096970.591], [488349.1222000001, 1096971.2010999992], [488349.1922000004, 1096973.1117000002], [488351.6830000002, 1096973.2618000004]], [[488358.8848000001, 1097014.163899999], [488358.1946999999, 1097004.7710999995], [488346.76130000036, 1097005.7013000008], [488347.49149999954, 1097014.8139999993], [488358.8848000001, 1097014.163899999]], [[488368.51800000016, 1096963.1088999994], [488359.5153999999, 1096962.2985999994], [488358.80510000046, 1096970.8510999996], [488366.6173999999, 1096971.5514000002], [488367.8076999998, 1096971.6613999996], [488368.51800000016, 1096963.1088999994]], [[488430.03589999955, 1096998.4496999998], [488422.1135999998, 1096998.1295999996], [488421.8435000004, 1097002.9010000005], [488424.9243999999, 1097003.2610999998], [488424.41420000046, 1097008.4526000004], [488429.3156000003, 1097008.8927999996], [488430.03589999955, 1096998.4496999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
301,310,CATÓLICA,ERMITA DE RINCÓN GRANDE DE PAVAS,ERMITA RINCÓN GRANDE,9,ESTADO,"{'rings': [[[483297.06460000016, 1100748.9815999996], [483291.9731999999, 1100738.978599999], [483290.3627000004, 1100739.8588999994], [483289.6425000001, 1100738.3384000007], [483287.6229999997, 1100739.3226999994], [483286.0713999998, 1100740.0789], [483286.8015999999, 1100741.8093999997], [483284.8909999998, 1100742.8597], [483289.8825000003, 1100752.7526999991], [483291.6129999999, 1100751.8423999995], [483293.4907999998, 1100750.857999999], [483295.8641999997, 1100749.6118], [483297.06460000016, 1100748.9815999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
302,311,CATÓLICA,IGLESIA NUESTRA SEÑORA DE FÁTIMA - CASA CURAL,IGLESIA FÁTIMA ,10,ESTADO,"{'rings': [[[488609.9433000004, 1096357.8220000006], [488612.284, 1096357.3718999997], [488612.2039999999, 1096357.0517999995], [488616.19519999996, 1096355.6713999994], [488618.4559000004, 1096352.260399999], [488617.08550000004, 1096347.1788999997], [488613.1944000004, 1096345.1183000002], [488608.52300000004, 1096346.3286000006], [488606.4523, 1096350.389799999], [488607.50260000024, 1096354.7311000004], [488607.76269999985, 1096354.8710999992], [488607.2525000004, 1096355.4513000008], [488609.9433000004, 1096357.8220000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
303,313,NO CATÓLICA,IGLESIA SAGRADA FAMILIA,IGLESIA SAGRADA FAMILIA,11,ESTADO,"{'rings': [[[490131.9896, 1096633.043299999], [490124.6694, 1096607.2506000008], [490120.26290000044, 1096608.1996999998], [490119.3898, 1096602.8816], [490107.6423000004, 1096605.8978000004], [490105.3404000001, 1096591.2928], [490108.75349999964, 1096590.578400001], [490108.75349999964, 1096591.2134000007], [490110.8965999996, 1096590.4990999997], [490110.8173000002, 1096589.8641], [490114.1509999996, 1096589.1497000009], [490113.66500000004, 1096584.8453000002], [490109.45320000034, 1096585.8860999998], [490106.8777999999, 1096586.5237000007], [490106.4667999996, 1096584.9856000002], [490102.8498999998, 1096585.9339000005], [490096.5725999996, 1096587.5814999994], [490088.2379999999, 1096589.7727000006], [490087.67899999954, 1096589.9196000006], [490086.95079999976, 1096590.1108], [490084.3591, 1096590.9601000007], [490094.9824999999, 1096628.9706999995], [490106.61039999966, 1096626.6148000006], [490106.61039999966, 1096627.4085000008], [490110.73790000007, 1096626.9322999995], [490112.72229999956, 1096638.8385000005], [490131.9896, 1096633.043299999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
304,314,NO CATÓLICA,CENTRO ISRAELITA SIONISTA DE COSTA RICA,CENTRO ISRAELITA SIONISTA,9,PRIVADO,"{'rings': [[[487094.7684000004, 1098906.0445000008], [487118.5817999998, 1098906.1673000008], [487119.0728000002, 1098919.9152000006], [487127.2971000001, 1098919.9152000006], [487127.2971000001, 1098905.9218000006], [487149.2692, 1098905.6763000004], [487154.6701999996, 1098894.0150000006], [487127.9107999997, 1098881.9856000002], [487118.4590999996, 1098882.3538000006], [487090.10390000045, 1098895.6108], [487094.7684000004, 1098906.0445000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
305,315,NO CATÓLICA,CENTRO ISRAELITA SIONISTA DE COSTA RICA,CENTRO ISRAELITA SIONISTA,9,PRIVADO,"{'rings': [[[487154.6701999996, 1098894.0150000006], [487173.2054000003, 1098851.2982], [487171.2413999997, 1098850.3161999993], [487173.2054000003, 1098845.5289999992], [487161.7896999996, 1098840.4962000009], [487159.70299999975, 1098845.1607000008], [487152.33800000045, 1098841.7237], [487149.0236999998, 1098845.4061999992], [487142.76350000035, 1098847.615700001], [487127.9107999997, 1098881.9856000002], [487154.6701999996, 1098894.0150000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
306,316,NO CATÓLICA,CENTRO ISRAELITA SIONISTA DE COSTA RICA,CENTRO ISRAELITA SIONISTA,9,PRIVADO,"{'rings': [[[487152.0175999999, 1098841.6936000008], [487156.33359999955, 1098833.0617999993], [487160.6495000003, 1098832.7832999993], [487163.9907999998, 1098825.9614000004], [487160.51020000037, 1098816.0766000003], [487159.95330000017, 1098816.4943000004], [487157.02969999984, 1098809.9507999998], [487155.7767000003, 1098810.3684999999], [487153.6882999996, 1098805.2172999997], [487147.841, 1098805.2172999997], [487147.9802000001, 1098802.5720000006], [487140.8798000002, 1098802.9897000007], [487136.28550000023, 1098803.6857999992], [487133.2226, 1098806.0526], [487130.1596999997, 1098808.0017000008], [487128.0713999998, 1098811.2038000003], [487126.2615, 1098814.2666999996], [487125.7045999998, 1098815.1020999998], [487109.69400000013, 1098815.2412999999], [487092.9872000003, 1098815.1020999998], [487092.15189999994, 1098840.5798000004], [487095.4933000002, 1098846.984099999], [487101.89749999996, 1098849.9077000003], [487141.8543999996, 1098849.9077000003], [487143.1074000001, 1098847.2624999993], [487149.0939999996, 1098845.4526000004], [487152.0175999999, 1098841.6936000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
