,OBJECTID,NOMBRE,ENTIDAD,ABREVIADO,CATEGORIA,ID,ID_DISTRITO,SHAPE
89,91,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,91,2,"{'rings': [[[491204.2090999996, 1099223.5349000003], [491203.6788999997, 1099223.4048999995], [491203.13879999984, 1099223.4549000002], [491202.64859999996, 1099223.7049000002], [491202.2884999998, 1099224.1151], [491202.0884999996, 1099224.6251999997], [491202.0883999998, 1099225.1754], [491202.2785, 1099225.6854999997], [491202.6386000002, 1099226.0955999997], [491203.12870000023, 1099226.3456999995], [491203.66889999993, 1099226.4156999998], [491204.31909999996, 1099226.2157000005], [491204.7391999997, 1099225.8655999992], [491204.99930000026, 1099225.385399999], [491205.07930000033, 1099224.8453000002], [491204.9593000002, 1099224.3150999993], [491204.65919999965, 1099223.8550000004], [491204.2090999996, 1099223.5349000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
90,92,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,92,2,"{'rings': [[[491207.1098999996, 1099226.6757999994], [491207.29000000004, 1099226.1656999998], [491207.41000000015, 1099225.6254999992], [491207.45999999996, 1099225.0754000004], [491207.4299999997, 1099224.5252], [491207.3300000001, 1099223.9849999994], [491207.16000000015, 1099223.4649], [491206.9199000001, 1099222.9647000004], [491206.61980000045, 1099222.5145999994], [491206.2597000003, 1099222.0944999997], [491205.8395999996, 1099221.7344000004], [491205.5094999997, 1099221.5143], [491205.38939999975, 1099221.4243], [491204.8892999999, 1099221.1842], [491204.3690999998, 1099221.0142], [491203.8289999999, 1099220.9041000009], [491203.27880000044, 1099220.8740999997], [491202.73869999964, 1099220.9141000006], [491202.19849999994, 1099221.0340999998], [491201.6783999996, 1099221.2141999993], [491201.18819999974, 1099221.4642999992], [491200.7380999997, 1099221.7843999993], [491200.33800000045, 1099222.1545000002], [491199.97780000046, 1099222.5746], [491199.7977999998, 1099222.8647000007], [491199.6878000004, 1099223.0447000004], [491199.45770000014, 1099223.5449], [491199.29760000017, 1099224.0649999995], [491199.2076000003, 1099224.6052], [491199.1975999996, 1099225.1553000007], [491199.24760000035, 1099225.7054999992], [491199.37760000024, 1099226.2456999999], [491199.57770000026, 1099226.7557999995], [491199.83779999986, 1099227.2359999996], [491200.16789999977, 1099227.6761000007], [491200.5480000004, 1099228.076199999], [491200.97809999995, 1099228.4163000006], [491201.44820000045, 1099228.6963999998], [491201.9583999999, 1099228.9065000005], [491202.4885, 1099229.0565000009], [491203.0286999997, 1099229.136499999], [491203.5789000001, 1099229.136499999], [491204.2390999999, 1099229.0364999995], [491204.7692, 1099228.886499999], [491205.26939999964, 1099228.6564000007], [491205.73950000014, 1099228.3662999999], [491206.1595999999, 1099228.0162000004], [491206.52969999984, 1099227.6161000002], [491206.84979999997, 1099227.1659999993], [491207.1098999996, 1099226.6757999994]], [[491203.13879999984, 1099223.4549000002], [491203.6788999997, 1099223.4048999995], [491204.2090999996, 1099223.5349000003], [491204.65919999965, 1099223.8550000004], [491204.9593000002, 1099224.3150999993], [491205.07930000033, 1099224.8453000002], [491204.99930000026, 1099225.385399999], [491204.7391999997, 1099225.8655999992], [491204.31909999996, 1099226.2157000005], [491203.66889999993, 1099226.4156999998], [491203.12870000023, 1099226.3456999995], [491202.6386000002, 1099226.0955999997], [491202.2785, 1099225.6854999997], [491202.0883999998, 1099225.1754], [491202.0884999996, 1099224.6251999997], [491202.2884999998, 1099224.1151], [491202.64859999996, 1099223.7049000002], [491203.13879999984, 1099223.4549000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
91,93,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,93,2,"{'rings': [[[491143.4512, 1099221.4838999994], [491143.88129999954, 1099220.9637000002], [491145.3518000003, 1099213.8215999994], [491145.4117999999, 1099213.2815000005], [491145.2818, 1099212.7512999997], [491144.98170000035, 1099212.2912000008], [491144.5515999999, 1099211.9510999992], [491144.03139999975, 1099211.7809999995], [491143.4813000001, 1099211.7909999993], [491142.97109999973, 1099211.9811000004], [491142.551, 1099212.3312], [491142.2408999996, 1099212.8713000007], [491140.5702999998, 1099220.2534999996], [491140.70040000044, 1099220.7837000005], [491140.98039999977, 1099221.2537999991], [491141.3905999996, 1099221.6139000002], [491141.9007000001, 1099221.8340000007], [491142.4408999998, 1099221.8839999996], [491142.9809999997, 1099221.7640000004], [491143.4512, 1099221.4838999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
92,94,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,94,2,"{'rings': [[[491148.99289999995, 1099214.6619000006], [491150.23330000043, 1099208.4200999998], [491151.0235000001, 1099208.5801], [491152.1338999998, 1099203.0085000005], [491169.0187999997, 1099206.3795999996], [491188.18769999966, 1099209.797700001], [491188.30709999986, 1099208.9361000005], [491188.5186999999, 1099207.5073000006], [491190.47670000046, 1099206.3431000002], [491191.37629999965, 1099204.7556999996], [491191.85250000004, 1099202.9035], [491191.7997000003, 1099201.2101000007], [491190.42370000016, 1099199.0406999998], [491188.78330000024, 1099197.929300001], [491186.9313000003, 1099197.5061000008], [491185.2909000004, 1099197.6646999996], [491183.49170000013, 1099198.5643000007], [491182.32749999966, 1099199.9931000005], [491181.58669999987, 1099202.0039000008], [491180.7399000004, 1099201.9510999992], [491180.62569999974, 1099201.4028999992], [491174.2121000001, 1099200.1328999996], [491170.5290999999, 1099199.3497000001], [491170.4232999999, 1099200.0271000005], [491170.1292000003, 1099200.988], [491169.43900000025, 1099204.3190000001], [491169.40890000015, 1099204.489], [491149.70320000034, 1099200.3476999998], [491146.7922, 1099214.2018], [491148.99289999995, 1099214.6619000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
93,95,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,95,2,"{'rings': [[[491191.79580000043, 1099171.6795000006], [491191.84580000024, 1099172.1697000004], [491192.0558000002, 1099172.6698000003], [491192.4159000004, 1099173.0899], [491192.8761, 1099173.3800000008], [491193.4062000001, 1099173.5200999994], [491193.9463999998, 1099173.5000999998], [491194.8267000001, 1099173.0699000005], [491195.17679999955, 1099172.639799999], [491195.37679999974, 1099172.1296999995], [491195.42679999955, 1099171.5895000007], [491195.3468000004, 1099171.2499000002], [491191.8047000002, 1099171.5285999998], [491191.7857999997, 1099171.6195], [491191.79580000043, 1099171.6795000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
94,96,MUSEO DE LOS NIÑOS: CENTRO COSTARRICENSE DE LA CIENCIA Y LA  CULTURA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LOS NIÑOS,MUSEO,96,2,"{'rings': [[[491202.7198999999, 1099170.6707000006], [491202.74899999984, 1099171.0593999997], [491202.9590999996, 1099171.569599999], [491203.3092, 1099171.979699999], [491203.7792999996, 1099172.2698], [491204.3195000002, 1099172.389799999], [491204.8596000001, 1099172.3398000002], [491205.6599000003, 1099171.8696999997], [491205.98000000045, 1099171.4295000006], [491206.13999999966, 1099170.8993999995], [491206.1299999999, 1099170.5692999996], [491206.1299999999, 1099170.4892999995], [491206.1238000002, 1099170.4031000007], [491202.8914999999, 1099170.6571999993], [491202.7198999999, 1099170.6707000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
95,97,MUSEO DE ARTE COSTARRICENSE,ENTRETENIMIENTO Y CULTURA,MUSEO DE ARTE COSTARRICENSE,MUSEO,97,8,"{'rings': [[[489151.5377000002, 1098619.1626999993], [489150.71750000026, 1098610.9201999996], [489150.3574000001, 1098610.17], [489149.8973000003, 1098609.8798999991], [489149.3570999997, 1098609.8299000002], [489147.9167999998, 1098595.4255999997], [489148.55700000003, 1098594.9955000002], [489148.8470999999, 1098594.5353999995], [489148.34700000007, 1098586.3530000001], [489147.67679999955, 1098585.6228], [489146.4565000003, 1098585.7227999996], [489146.5164999999, 1098584.9525000006], [489146.34640000015, 1098584.4824], [489146.15639999975, 1098584.0222999994], [489145.94629999995, 1098583.5621000007], [489145.71630000044, 1098583.1219999995], [489145.4661999997, 1098582.6919], [489145.1961000003, 1098582.2717000004], [489144.9060000004, 1098581.8616000004], [489144.5959000001, 1098581.4615000002], [489144.27579999994, 1098581.0813999996], [489143.93570000026, 1098580.7213000003], [489143.5756000001, 1098580.3712000009], [489143.20550000016, 1098580.041099999], [489142.81539999973, 1098579.7210000008], [489142.41530000046, 1098579.4209000003], [489141.9951999998, 1098579.1407999992], [489141.5751, 1098578.8806999996], [489141.13489999995, 1098578.6406999994], [489140.68479999993, 1098578.4206000008], [489140.22470000014, 1098578.2204999998], [489139.7644999996, 1098578.0405000001], [489139.28440000024, 1098577.8804000001], [489138.80429999996, 1098577.7403999995], [489138.32409999985, 1098577.6303000003], [489137.824, 1098577.5303000007], [489137.33380000014, 1098577.4603000004], [489136.8337000003, 1098577.4202999994], [489136.3334999997, 1098577.3902000003], [489135.8333999999, 1098577.3902000003], [489135.3332000002, 1098577.4002], [489134.8331000004, 1098577.4503000006], [489134.3428999996, 1098577.5102999993], [489133.85280000046, 1098577.6002999991], [489133.36259999964, 1098577.7103000004], [489132.8825000003, 1098577.8403999992], [489132.4024, 1098577.9903999995], [489131.9321999997, 1098578.1603999995], [489131.4720999999, 1098578.3605000004], [489131.02190000005, 1098578.5705999993], [489130.5817999998, 1098578.8105999995], [489130.1517000003, 1098579.0606999993], [489129.7315999996, 1098579.3408000004], [489129.3213999998, 1098579.6308999993], [489128.9313000003, 1098579.9409999996], [489128.55119999964, 1098580.2709999997], [489128.1911000004, 1098580.6110999994], [489127.8509999998, 1098580.9712000005], [489127.5809000004, 1098581.2712999992], [489127.5208999999, 1098581.351399999], [489127.20079999976, 1098581.7414999995], [489126.9106999999, 1098582.1415999997], [489126.6305999998, 1098582.5616999995], [489126.3805999998, 1098582.991800001], [489126.14049999975, 1098583.432], [489125.9204000002, 1098583.882099999], [489125.73029999994, 1098584.3421999998], [489125.55030000024, 1098584.8124000002], [489125.40020000003, 1098585.2825000007], [489125.26020000037, 1098585.762599999], [489125.15020000003, 1098586.2528000008], [489125.06010000035, 1098586.742900001], [489125.00009999983, 1098587.2431000005], [489124.9501, 1098587.7432000004], [489124.93010000046, 1098588.2434], [489124.93010000046, 1098588.7434999999], [489124.9600999998, 1098589.2436999995], [489125.00009999983, 1098589.7337999996], [489125.0701000001, 1098590.2339999992], [489125.1601, 1098590.7240999993], [489125.2801999999, 1098591.2142999992], [489125.4101999998, 1098591.6943999995], [489125.57019999996, 1098592.1645], [489125.7503000004, 1098592.6347000003], [489125.94039999973, 1098593.0947999991], [489126.1604000004, 1098593.5449], [489126.40050000045, 1098593.9850999992], [489126.66060000006, 1098594.4152000006], [489127.1507000001, 1098595.1153999995], [489127.25069999974, 1098595.4155000001], [489127.60080000013, 1098597.5061000008], [489126.0103000002, 1098597.6361999996], [489125.9303000001, 1098597.5061000008], [489125.51020000037, 1098597.1559999995], [489125, 1098596.9559000004], [489124.44990000036, 1098596.9359000009], [489123.9297000002, 1098597.0759999994], [489123.4696000004, 1098597.3860999998], [489123.1394999996, 1098597.8161999993], [489122.95940000005, 1098598.3363000005], [489122.9494000003, 1098598.886499999], [489123.11950000003, 1098599.4067000002], [489123.43960000016, 1098599.8467999995], [489123.8897000002, 1098600.1668999996], [489124.69990000036, 1098600.3368999995], [489125.24010000005, 1098600.2369], [489125.72020000033, 1098599.9668000005], [489126.08029999956, 1098599.5567000005], [489126.1503999997, 1098599.3867000006], [489128.72109999973, 1098599.1666], [489128.76109999977, 1098599.8268], [489130.39159999974, 1098599.6468000002], [489131.0218000002, 1098606.8588999994], [489128.28089999966, 1098607.159], [489128.9511000002, 1098613.2207999993], [489131.5619000001, 1098612.9407000002], [489132.3320000004, 1098621.0330999997], [489132.84219999984, 1098621.383199999], [489132.4820999997, 1098621.7832999993], [489132.17200000025, 1098622.2434999999], [489131.9219000004, 1098622.7336], [489131.7418999998, 1098623.2536999993], [489131.5917999996, 1098624.2239999995], [489132.53199999966, 1098631.6962000001], [489132.76209999993, 1098632.1963999998], [489133.0621999996, 1098632.6565000005], [489133.4023000002, 1098633.0866999999], [489133.8024000004, 1098633.4568000007], [489134.2525000004, 1098633.7869000006], [489134.7326999996, 1098634.0470000003], [489135.2428000001, 1098634.2569999993], [489135.77300000004, 1098634.3871], [489136.3230999997, 1098634.4671], [489136.8733000001, 1098634.4671], [489137.4134999998, 1098634.3970999997], [489137.9435999999, 1098634.2569999993], [489138.4638, 1098634.057], [489138.9439000003, 1098633.7969000004], [489139.3839999996, 1098633.4768000003], [489139.78419999965, 1098633.0966999996], [489140.1442999998, 1098632.6766], [489140.4343999997, 1098632.2063999996], [489140.70440000016, 1098631.6063], [489142.20490000024, 1098632.1163999997], [489142.4149000002, 1098631.6063], [489142.5650000004, 1098631.0760999992], [489142.64499999955, 1098630.5360000003], [489142.64499999955, 1098629.7157000005], [489142.6349999998, 1098629.6557], [489156.18900000025, 1098627.9253000002], [489155.6889000004, 1098621.4734000005], [489155.47890000045, 1098618.6926000006], [489151.5377000002, 1098619.1626999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
96,98,CENTRO MULTICULTURAL BOTICA SOLERA,ENTRETENIMIENTO Y CULTURA,BOTICA SOLERA,CENTRO CULTURAL,98,2,"{'rings': [[[490930.88570000045, 1099114.3736000005], [490920.9363000002, 1099108.7391], [490921.9848999996, 1099134.2912000008], [490922.0843000002, 1099134.4519999996], [490922.52639999986, 1099134.8396000005], [490923.1339999996, 1099135.1373999994], [490923.7412999999, 1099135.1666], [490924.17619999964, 1099135.1119], [490924.45889999997, 1099135.0763000008], [490925.01070000045, 1099134.866800001], [490925.3415999999, 1099134.5083000008], [490925.6171000004, 1099134.0006000008], [490934.2145999996, 1099119.8443999998], [490934.54569999967, 1099119.7246000003], [490936.0823999997, 1099117.2265000008], [490935.4905000003, 1099116.9815999996], [490934.8903999999, 1099116.6415], [490931.6972000003, 1099114.8332000002], [490930.88570000045, 1099114.3736000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
97,99,MUSEO Y MERCADITO CHIETÓN MORÉN,ENTRETENIMIENTO Y CULTURA,MUSEO Y MERCADITO CHIETÓN MORÉN,MUSEO,99,4,"{'rings': [[[492191.2115000002, 1098216.2587000001], [492191.3024000004, 1098216.2857000008], [492197.83939999994, 1098218.2299000006], [492199.4729000004, 1098217.1642000005], [492198.9994999999, 1098212.7199000008], [492198.9567999998, 1098212.3186000008], [492198.74149999954, 1098210.2971], [492198.5262000002, 1098208.2754999995], [492198.5235000001, 1098208.2520000003], [492197.7876000004, 1098208.2455000002], [492188.51630000025, 1098209.3483000007], [492186.20100000035, 1098209.6289000008], [492186.1542999996, 1098208.8900000006], [492184.62789999973, 1098209.0415000003], [492185.3044999996, 1098214.194599999], [492188.7165000001, 1098215.17], [492190.90500000026, 1098215.7601999994], [492191.25370000023, 1098215.8542], [492191.2115000002, 1098216.2587000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
98,100,MUSEO HISTÓRICO Y TECNOLÓGICO DE GRUPO ICE,ENTRETENIMIENTO Y CULTURA,MUSEO HISTÓRICO Y TECN DE GRUPO ICE,MUSEO,100,8,"{'rings': [[[488787.5673000002, 1099299.5340999998], [488791.19710000046, 1099299.3233000003], [488812.05009999964, 1099298.1121999994], [488810.72009999957, 1099275.2122000009], [488777.6601, 1099277.1221999992], [488778.99010000005, 1099300.0321999993], [488787.5673000002, 1099299.5340999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
99,101,MUSEO SOR MARÍA ROMERO,ENTRETENIMIENTO Y CULTURA,MUSEO SOR MARÍA ROMERO,MUSEO,101,3,"{'rings': [[[489734.61110000033, 1098442.1282000002], [489746.7697999999, 1098441.4355999995], [489746.68680000026, 1098439.9878000002], [489750.75989999995, 1098439.6513], [489750.90110000037, 1098441.4532999992], [489753.0049999999, 1098441.4444999993], [489752.0050999997, 1098429.2797999997], [489739.2467, 1098430.0679000001], [489734.0120000001, 1098430.3913000003], [489733.4885, 1098419.9858], [489722.2078, 1098420.946799999], [489723.4582000002, 1098442.1555000003], [489728.47080000024, 1098441.8505000006], [489728.6361999996, 1098442.4684999995], [489734.61110000033, 1098442.1282000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
100,103,MUSEO FILATÉLICO Y NUMISMÁTICO DE COSTA RICA,ENTRETENIMIENTO Y CULTURA,MUSEO FILATÉLICO Y NUMISMÁTICO DE COSTA RICA,MUSEO,103,2,"{'rings': [[[491225.81599999964, 1098638.9425000008], [491246.36870000046, 1098637.0384], [491239.59669999965, 1098559.5854000002], [491211.8163999999, 1098561.2844999991], [491218.53639999963, 1098639.6169000007], [491225.81599999964, 1098638.9425000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
101,104,MUSEO DEL COLEGIO SUPERIOR DE SEÑORITAS,ENTRETENIMIENTO Y CULTURA,MUSEO DEL COLEGIO SUPERIOR DE SEÑORITAS,MUSEO,104,4,"{'rings': [[[491543.36390000023, 1098191.9750999995], [491540.2571999999, 1098156.0868999995], [491510.96729999967, 1098157.5735], [491492.13159999996, 1098158.5295000002], [491493.4584999997, 1098169.7995999996], [491498.17169999983, 1098169.3187000006], [491499.8587999996, 1098184.6238000002], [491495.27940000035, 1098185.2649000008], [491496.70490000024, 1098197.3717999998], [491514.68340000045, 1098195.2923000008], [491519.25129999965, 1098194.7640000004], [491529.0236999998, 1098193.6337000001], [491543.36390000023, 1098191.9750999995]], [[491513.6070999997, 1098184.3676999994], [491512.0148, 1098168.2064999994], [491529.86649999954, 1098167.1493999995], [491531.67420000024, 1098181.852], [491522.64070000034, 1098183.1098999996], [491513.6070999997, 1098184.3676999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
102,105,MUSEO DE LA COMUNIDAD JUDÍA,ENTRETENIMIENTO Y CULTURA,MUSEO DE LA COMUNIDAD JUDÍA,MUSEO,105,9,"{'rings': [[[487119.0728000002, 1098919.9152000006], [487127.2971000001, 1098919.9152000006], [487127.2971000001, 1098905.9218000006], [487149.2692, 1098905.6763000004], [487154.6701999996, 1098894.0150000006], [487127.9107999997, 1098881.9856000002], [487118.4590999996, 1098882.3538000006], [487090.10390000045, 1098895.6108], [487094.7684000004, 1098906.0445000008], [487118.5817999998, 1098906.1673000008], [487119.0728000002, 1098919.9152000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
103,106,MUSEO DE CIENCIAS NATURALES DE LA SALLE,ENTRETENIMIENTO Y CULTURA,MUSEO DE CIENCIAS NATURALES DE LA SALLE,MUSEO,106,8,"{'rings': [[[487823.4285000004, 1098250.2148000002], [487828.7298999997, 1098280.9089000002], [487829.5900999997, 1098285.9054000005], [487831.3004999999, 1098295.8983999994], [487833.2110000001, 1098307.0516999997], [487842.17360000033, 1098305.4613000005], [487842.3936999999, 1098306.7016000003], [487879.7648, 1098300.0699000005], [487880.87509999983, 1098299.8698999994], [487872.26290000044, 1098251.3355], [487869.90220000036, 1098248.4646000005], [487866.62129999977, 1098246.7741], [487851.22670000046, 1098249.1546999998], [487851.29669999983, 1098249.5947999991], [487851.68680000026, 1098251.9454999994], [487853.9874, 1098266.0197], [487845.1648000004, 1098267.4901], [487844.83469999954, 1098265.5395], [487844.39460000023, 1098265.6195], [487842.3514999999, 1098253.4901], [487842.29789999966, 1098253.453400001], [487841.05370000005, 1098253.6559999995], [487837.71270000003, 1098254.2260999996], [487836.52240000013, 1098247.1740000006], [487832.77130000014, 1098247.8041999992], [487832.69120000023, 1098247.323999999], [487823.1984000001, 1098248.9244], [487823.4285000004, 1098250.2148000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
104,107,TEATRO LAURENCE OLIVIER,ENTRETENIMIENTO Y CULTURA,TEATRO LAURENCE OLIVIER,TEATRO,107,3,"{'rings': [[[489943.1308000004, 1098495.5844], [489944.6216000002, 1098495.4576999992], [489948.01580000017, 1098495.1673000008], [489957.3798000002, 1098494.3734000009], [489957.21109999996, 1098492.2869000006], [489955.9913999997, 1098477.7916], [489941.57180000003, 1098479.1861000005], [489943.1308000004, 1098495.5844]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
