,OBJECTID,ACT_COMPL,OBSERVAC_U,NIVEL_EDUC,NOMBRE_CEN,SECUND_TIP,ABREVIADO,MATRICULA_2016,PROPIETARIO,ID_DISTRITO,SHAPE
92,96, , ,UNIVERSIDAD,UNIVERSIDAD VERITAS,ACADÉMICO,U. VÉRITAS,,PRIVADO,5,"{'rings': [[[492989.83669999987, 1097564.6253999993], [492995.92349999957, 1097535.7024000008], [492996.66029999964, 1097523.2499000002], [492988.6606999999, 1097522.7895999998], [492988.8476, 1097522.2425999995], [492991.3384999996, 1097513.7877999991], [492980.14910000004, 1097510.7372999992], [492968.2094999999, 1097507.4845000003], [492968.0225999998, 1097508.0315000005], [492962.5394000001, 1097523.5823999997], [492958.0349000003, 1097534.8780000005], [492954.4199999999, 1097533.5525000002], [492956.8013000004, 1097527.5994000006], [492950.84810000006, 1097525.0197], [492951.31120000035, 1097523.7629000004], [492947.3875000002, 1097521.9741999991], [492949.0976, 1097518.0346000008], [492935.46779999975, 1097512.0494999997], [492923.92569999956, 1097538.2128999997], [492926.10950000025, 1097539.1087999996], [492924.7866000002, 1097542.4822000004], [492936.3035000004, 1097547.5088999998], [492935.8809000002, 1097548.4825999998], [492938.8821999999, 1097550.0573999994], [492950.0111999996, 1097554.9984000009], [492951.26130000036, 1097551.863500001], [492962.1590999998, 1097556.3728999998], [492962.3574999999, 1097555.9099000003], [492963.34970000014, 1097556.1744], [492963.68039999995, 1097555.3145000003], [492965.7971000001, 1097556.1744], [492964.9371999996, 1097558.9526000004], [492968.1783999996, 1097560.3416000009], [492968.57519999985, 1097559.2832999993], [492972.6102, 1097560.9368999992], [492971.8825000003, 1097562.7228999995], [492973.70600000024, 1097563.0796000008], [492977.96800000034, 1097563.9134999998], [492978.29870000016, 1097562.7228999995], [492989.83669999987, 1097564.6253999993]], [[492922.9617999997, 1097504.9695999995], [492928.82180000003, 1097491.2619000003], [492906.8141999999, 1097481.6766], [492900.82930000033, 1097495.4626000002], [492899.3373999996, 1097499.0439999998], [492908.6065999996, 1097502.8429000005], [492909.32100000046, 1097501.3347999994], [492922.18599999975, 1097506.7718000002], [492922.9617999997, 1097504.9695999995]], [[492910.2439000001, 1097534.3390999995], [492914.4573999997, 1097524.6808000002], [492892.3859000001, 1097515.4461000003], [492894.0365000004, 1097511.7589999996], [492889.6359000001, 1097510.1454000007], [492883.03089999966, 1097525.2754999995], [492887.1763000004, 1097527.082800001], [492887.82639999967, 1097525.6306999996], [492909.38269999996, 1097534.8785999995], [492910.2439000001, 1097534.3390999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
93,97, , ,UNIDAD PEDAGÓGICA,CENTRO EDUCATIVO SAN ANGELO,ACADÉMICO,CENTR. EDUC. SAN ÁNGELO,MATRICULA,PRIVADO,5,"{'rings': [[[493026.00769999996, 1097538.575099999], [493020.6983000003, 1097539.5056999996], [493019.1769000003, 1097532.3619], [493015.45889999997, 1097533.1054999996], [493018.27080000006, 1097558.7238999996], [493029.3295, 1097556.0754000004], [493026.00769999996, 1097538.575099999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
94,98, ,CEN CINAI,PREESCOLAR,CENTRO INFANTIL QUESADA DURÁN,ACADÉMICO,CENTR. INF.QUESDA DURÁN,,ESTADO,5,"{'rings': [[[493550.5619000001, 1096541.9088000003], [493548.42459999956, 1096557.6138000004], [493568.1275000004, 1096560.4436000008], [493568.4096999997, 1096558.3102000002], [493574.17760000005, 1096559.3156000003], [493573.93730000034, 1096561.2781000007], [493575.73599999957, 1096561.5363999996], [493576.24509999994, 1096557.7555999998], [493576.51499999966, 1096555.7509000003], [493577.16029999964, 1096548.9864000008], [493568.3278999999, 1096546.6361999996], [493567.9335000003, 1096550.2138999999], [493561.3189000003, 1096548.9967999998], [493561.86060000025, 1096544.9153000005], [493550.5619000001, 1096541.9088000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
95,99, , ,PREESCOLAR,JARDÍN INFANTIL MY LITTLE CLUB,ACADÉMICO,J.N. MY LITTLE CLUB,,PRIVADO,5,"{'rings': [[[493288.55260000005, 1097093.0936999992], [493284.13520000037, 1097077.5154], [493278.10539999977, 1097079.4793999996], [493274.7083999999, 1097080.4395000003], [493274.77329999954, 1097080.6997999996], [493277.2692, 1097089.4275000002], [493277.72640000004, 1097091.0913999993], [493280.82519999985, 1097090.2802000009], [493282.1481999997, 1097095.2015000004], [493288.55260000005, 1097093.0936999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
96,100, , ,UNIDAD PEDAGÓGICA,COLEGIO EL ROSARIO,ACADÉMICO,COL. EL ROSARIO,MATRICULA,ESTADO,5,"{'rings': [[[492763.6607999997, 1097327.7904000003], [492763.68929999974, 1097327.7082000002], [492767.4424999999, 1097316.8932000007], [492728.9342, 1097312.9059999995], [492711.89499999955, 1097311.5300999992], [492704.59250000026, 1097310.0484999996], [492698.13659999985, 1097309.5193000007], [492691.57490000036, 1097309.4134999998], [492647.6540000001, 1097307.2968000006], [492647.6540000001, 1097302.4284000006], [492643.42069999967, 1097302.3225999996], [492643.6322999997, 1097307.1909999996], [492618.7411000002, 1097305.8861999996], [492618.3375000004, 1097310.4021000005], [492643.6322999997, 1097311.636], [492644.2673000004, 1097327.9342999998], [492648.3947999999, 1097327.9342999998], [492647.9715, 1097312.0592999998], [492702.15830000024, 1097314.176000001], [492711.2599999998, 1097316.0810000002], [492729.2516999999, 1097317.3509999998], [492755.3925999999, 1097319.679300001], [492754.44010000024, 1097324.6535], [492763.6607999997, 1097327.7904000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
97,101, , ,UNIDAD PEDAGÓGICA,COLEGIO EL ROSARIO,ACADÉMICO,COL. EL ROSARIO,MATRICULA,ESTADO,5,"{'rings': [[[492694.4324000003, 1097292.2684000004], [492693.90330000035, 1097278.7216999996], [492627.8630999997, 1097280.4151000008], [492628.2865000004, 1097302.6401000004], [492694.74990000017, 1097301.0526], [492694.4324000003, 1097292.2684000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
98,102, , ,UNIDAD PEDAGÓGICA,COLEGIO EL ROSARIO,ACADÉMICO,COL. EL ROSARIO,MATRICULA,ESTADO,5,"{'rings': [[[492671.8064000001, 1097331.0971000008], [492668.5384999998, 1097331.2786999997], [492668.5384999998, 1097328.3298000004], [492626.8400999997, 1097328.5270000007], [492627.15759999957, 1097342.9203999992], [492615.2728000004, 1097342.9203999992], [492614.90809999965, 1097346.5863000005], [492627.4751000004, 1097346.0954], [492627.7926000003, 1097357.7370999996], [492679.12179999985, 1097356.3611999992], [492678.27520000003, 1097330.8553], [492671.8192999996, 1097331.2786999997], [492671.8064000001, 1097331.0971000008]], [[492665.57519999985, 1097346.9419999998], [492649.1710000001, 1097347.3653999995], [492649.26910000015, 1097340.9847], [492665.4693, 1097340.5920000002], [492665.57519999985, 1097346.9419999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
99,103, , ,UNIDAD PEDAGÓGICA,COLEGIO CRISTIANO CENTRO EVANGELÍSTICO,ACADÉMICO,COL. CRIST. CENT EVANGELÍSTICO,,PRIVADO,5,"{'rings': [[[493158.59329999983, 1097572.8545999993], [493130.7132000001, 1097592.7973999996], [493132.24069999997, 1097594.8680000007], [493137.00320000015, 1097592.3279999997], [493138.2731999997, 1097594.3388999999], [493131.6057000002, 1097598.9955000002], [493128.8540000003, 1097594.1272], [493124.0915000001, 1097596.773], [493134.1457000002, 1097612.8597], [493145.0466, 1097605.6630000006], [493149.38570000045, 1097612.330600001], [493121.12820000015, 1097631.8038999997], [493129.06570000015, 1097639.4239000008], [493154.5716000004, 1097618.8922000006], [493171.08160000015, 1097600.6888999995], [493166.1074000001, 1097592.9629999995], [493169.3833999997, 1097591.1252999995], [493176.47809999995, 1097587.1908999998], [493165.73599999957, 1097569.4207000006], [493158.59329999983, 1097572.8545999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
100,104, ,AULAS,SECUNDARIA,LICEO DR. JOSÉ MARÍA CASTRO MADRÍZ,ACADÉMICO,LICEO DR J.M CASTRO M.,MATRICULA,ESTADO,5,"{'rings': [[[492537.22009999957, 1096750.0375999995], [492539.0773, 1096737.8184999991], [492517.91610000003, 1096739.0363999996], [492519.1860999996, 1096751.7364000008], [492537.22009999957, 1096750.0375999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
101,105, ,AULAS,SECUNDARIA,LICEO DR. JOSÉ MARÍA CASTRO MADRÍZ,ACADÉMICO,LICEO DR J.M CASTRO M.,MATRICULA,ESTADO,5,"{'rings': [[[492531.8706, 1096769.1585000008], [492501.9201999996, 1096770.6629000008], [492502.3585999999, 1096773.6439999994], [492500.77109999955, 1096773.6439999994], [492501.5647999998, 1096786.0264999997], [492530.9336000001, 1096783.9627999999], [492530.7748999996, 1096769.3576999996], [492531.8706, 1096769.1585000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
102,106, ,AULAS,SECUNDARIA,LICEO DR. JOSÉ MARÍA CASTRO MADRÍZ,ACADÉMICO,LICEO DR J.M CASTRO M.,MATRICULA,ESTADO,5,"{'rings': [[[492383.8559999997, 1096724.1382], [492385.08949999977, 1096733.6952], [492386.2440999998, 1096743.1251999997], [492394.72589999996, 1096741.8938999996], [492393.6146, 1096732.8452000003], [492401.7109000003, 1096732.5276999995], [492402.50459999964, 1096738.5602000002], [492412.8234000001, 1096737.6076999996], [492410.91839999985, 1096721.7325999998], [492383.8559999997, 1096724.1382]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
103,107, ,OFICINAS ADMINISTRATIVAS,SECUNDARIA,LICEO DR. JOSÉ MARÍA CASTRO MADRÍZ,ACADÉMICO,LICEO DR J.M CASTRO M.,MATRICULA,ESTADO,5,"{'rings': [[[492507.74590000045, 1096745.552100001], [492506.17679999955, 1096718.988500001], [492505.6923000002, 1096719.0339000002], [492504.89859999996, 1096711.2551000006], [492466.2221999997, 1096715.0208], [492469.51889999956, 1096741.1506999992], [492469.49729999993, 1096740.7827000003], [492483.6261, 1096739.9889000002], [492483.3086000001, 1096735.226399999], [492481.24480000045, 1096735.226399999], [492480.45100000035, 1096726.8125999998], [492492.0398000004, 1096725.7014000006], [492493.78610000014, 1096738.8776999991], [492496.48479999974, 1096738.8776999991], [492497.43730000034, 1096746.9738999996], [492506.6447999999, 1096745.7039], [492507.74590000045, 1096745.552100001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
104,108, , ,PRIMARIA,ESCUELA DR. JOSÉ MARÍA CASTRO MADRÍZ,ACADÉMICO,ESC. DR. J. M. CASTRO M.,MATRICULA,ESTADO,5,"{'rings': [[[492630.9474999998, 1096793.7486000005], [492640.3136999998, 1096792.9549000002], [492640.47250000015, 1096794.3836000003], [492652.75129999965, 1096795.6316], [492652.37880000006, 1096777.7148000002], [492676.98510000017, 1096776.2861000001], [492676.6676000003, 1096763.9035999998], [492616.0248999996, 1096768.0310999993], [492615.86620000005, 1096765.8085999992], [492620.7874999996, 1096765.3323], [492620.46999999974, 1096745.0122999996], [492628.68319999985, 1096744.7707000002], [492629.04250000045, 1096752.3147999998], [492666.5075000003, 1096750.0922999997], [492664.85250000004, 1096729.9309], [492628.08999999985, 1096732.3122000005], [492628.39919999987, 1096738.8062999994], [492620.46999999974, 1096738.9798000008], [492620.62870000023, 1096732.1535], [492590.94240000006, 1096733.4234999996], [492591.25989999995, 1096741.8373000007], [492558.39859999996, 1096743.4247999992], [492560.3036000002, 1096771.6822999995], [492550.61980000045, 1096772.4760999996], [492551.5723000001, 1096783.9060999993], [492590.62490000017, 1096781.0485999994], [492590.62490000017, 1096782.9536000006], [492587.29110000003, 1096782.9536000006], [492588.08490000013, 1096795.0186], [492620.62870000023, 1096792.7961], [492620.15249999985, 1096785.0174000002], [492624.7561999997, 1096784.541099999], [492625.2324999999, 1096794.0660999995], [492626.3437000001, 1096794.2248999998], [492626.3437000001, 1096796.5594999995], [492630.9474999998, 1096796.3977000006], [492630.9474999998, 1096793.7486000005]], [[492589.6723999996, 1096769.4597999994], [492565.18680000026, 1096770.9806999993], [492564.1135999998, 1096755.6484999992], [492589.3548999997, 1096753.9023000002], [492589.6723999996, 1096769.4597999994]], [[492610.4687000001, 1096766.2848000005], [492611.57990000024, 1096781.2073], [492595.0208999999, 1096782.3113000002], [492594.2762000002, 1096767.7136000004], [492610.4687000001, 1096766.2848000005]], [[492593.9280000003, 1096754.5289999992], [492593.4824000001, 1096745.171], [492610.1512000002, 1096744.2184999995], [492610.62739999965, 1096754.3784999996], [492593.9280000003, 1096754.5289999992]], [[492631.58249999955, 1096783.7473000009], [492631.42370000016, 1096780.5723], [492616.6599000003, 1096780.7311000004], [492616.76350000035, 1096779.2807999998], [492644.28249999974, 1096777.8736000005], [492644.75879999995, 1096783.4298], [492631.58249999955, 1096783.7473000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
105,109, ,PREKÍNDER Y KÍNDER,PREESCOLAR,CENTRO INFANTIL PARA EL APRENDIZAJE CREATIVO,ACADÉMICO,CENTR. INF.PARA EL APRENDIZAJE CREATIVO,,PRIVADO,5,"{'rings': [[[492740.4891999997, 1096968.8126999997], [492738.0417999998, 1096948.4397999998], [492730.8317999998, 1096949.432], [492730.5673000002, 1096946.3893], [492729.24430000037, 1096946.4553999994], [492729.11199999973, 1096943.9419], [492727.7890999997, 1096944.1403], [492727.92140000034, 1096946.6537999995], [492726.4001000002, 1096946.7861000001], [492726.6645999998, 1096949.432], [492725.2318000002, 1096949.5470000003], [492728.1020999998, 1096970.7951999996], [492732.3531999998, 1096970.4002], [492732.2871000003, 1096969.4741999991], [492740.4891999997, 1096968.8126999997]], [[492745.78079999983, 1096998.6446000002], [492744.98709999956, 1096992.4268999994], [492738.5708999997, 1096993.0883000009], [492735.13129999954, 1096989.318], [492734.13910000026, 1096981.3143000007], [492729.5220999997, 1096981.3874999993], [492730.08249999955, 1096985.5878999997], [492730.09449999966, 1096985.6777], [492731.8789999997, 1096999.5635000002], [492745.78079999983, 1096998.6446000002]], [[492748.8509999998, 1096984.0076000001], [492748.12590000033, 1096975.2482999992], [492742.93659999967, 1096975.7580999993], [492743.5318999998, 1096981.7773000002], [492745.9792999998, 1096981.7773000002], [492746.1776999999, 1096984.0924999993], [492748.8509999998, 1096984.0076000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
106,110, , ,PRIMARIA,CENTRO EDUCATIVO SAN CLEMENTE,ACADÉMICO,CENTR. EDUC. SAN CLEMENTE,,PRIVADO,5,"{'rings': [[[492815.3978000004, 1097020.5216000006], [492807.30150000006, 1096965.1971000005], [492762.5061999997, 1096971.8025000002], [492764.4389000004, 1096982.8977000006], [492797.1414999999, 1096978.2939999998], [492803.17399999965, 1097022.0296999998], [492815.3978000004, 1097020.5216000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
107,111, , ,PRIMARIA,CENTRO EDUCATIVO SAN CLEMENTE,ACADÉMICO,CENTR. EDUC. SAN CLEMENTE,,PRIVADO,5,"{'rings': [[[492837.91500000004, 1096959.4256999996], [492837.68620000035, 1096957.7869000006], [492836.1638000002, 1096946.8848], [492818.9760999996, 1096952.8769000005], [492818.9506000001, 1096952.8858000003], [492810.21270000003, 1096955.2360999994], [492810.0641000001, 1096955.2761000004], [492810.2067999998, 1096956.5360000003], [492811.83910000045, 1096956.1136000007], [492812.7916000001, 1096963.4690000005], [492837.91500000004, 1096959.4256999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
108,112, ,AULAS,PRIMARIA,ESCUELA NAPOLEÓN QUESADA SALAZAR,ACADÉMICO,ESC. NAPOLEÓN QUESADA S.,MATRICULA,ESTADO,5,"{'rings': [[[493934.60610000044, 1097132.0511000007], [493937.08160000015, 1097140.6488000005], [493939.67760000005, 1097149.6651000008], [493940.1321999999, 1097151.2869000006], [493943.1593000004, 1097162.0859999992], [493944.37770000007, 1097166.4330000002], [493945.64969999995, 1097170.8282999992], [493970.47780000046, 1097163.5133999996], [493966.5089999996, 1097150.6546999998], [493965.08029999956, 1097146.3684], [493980.3202999998, 1097140.9708999991], [493975.2402999997, 1097119.8571000006], [493958.88900000043, 1097124.9371000007], [493961.74650000036, 1097132.7159000002], [493952.0628000004, 1097135.890900001], [493949.8403000003, 1097127.4770999998], [493934.60610000044, 1097132.0511000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
109,113, ,AULAS,PRIMARIA,ESCUELA NAPOLEÓN QUESADA SALAZAR,ACADÉMICO,ESC. NAPOLEÓN QUESADA S.,MATRICULA,ESTADO,5,"{'rings': [[[493925.63129999954, 1097100.6842999998], [493926.8066999996, 1097104.7204999998], [493929.49450000003, 1097113.9507], [493966.5089999996, 1097104.4583], [493962.38150000013, 1097091.2819999997], [493925.63129999954, 1097100.6842999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
110,114, ,SALÓN DE ACTOS,PRIMARIA,ESCUELA NAPOLEÓN QUESADA SALAZAR,ACADÉMICO,ESC. NAPOLEÓN QUESADA S.,MATRICULA,ESTADO,5,"{'rings': [[[493993.7254999997, 1097107.5076000001], [494006.9983000001, 1097118.045], [494009.36450000014, 1097114.8561000004], [494011.2719999999, 1097112.2336], [494006.83160000015, 1097108.9033000004], [494025.0878999997, 1097087.1545000002], [493982.22530000005, 1097056.5156999994], [493973.97030000016, 1097066.517000001], [493971.7478, 1097070.0095000006], [493970.31909999996, 1097064.9295000006], [493974.62459999975, 1097086.5623000003], [493978.09779999964, 1097089.2182999998], [493984.6065999996, 1097082.7094999999], [494002.5454000002, 1097096.8383000009], [493993.7254999997, 1097107.5076000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
111,115, ,AULAS,PRIMARIA,ESCUELA NAPOLEÓN QUESADA SALAZAR,ACADÉMICO,ESC. NAPOLEÓN QUESADA S.,MATRICULA,ESTADO,5,"{'rings': [[[493975.2402999997, 1097119.8571000006], [493966.20380000025, 1097086.9674999993], [493965.55649999995, 1097087.1545000002], [493960.91509999987, 1097067.7184999995], [493957.61899999995, 1097055.7219999991], [493953.80900000036, 1097056.5156999994], [493972.0201000003, 1097120.8575999998], [493975.2402999997, 1097119.8571000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
