,OBJECTID,CED_JUR_COND,NOMBRE,MATRIZ,NIVELES,CANT_FF,FF_MENOR,FF_MAYOR,LOCALIZACION,created_user,created_date,last_edited_user,last_edited_date,OBSERVACIONES,GlobalID,SHAPE.STArea(),SHAPE.STLength(),SHAPE
472,31234,0,CENTRO COMERCIAL DE RESIDENCIAL EL BOSQUE,00000329 M,1,12,00005248 F,00005259 F,060001X0029C,112250314,2020-06-22 18:02:35,112250314,2020-06-22 18:04:16,,{EC8532FA-B65D-4B51-BEA1-1311CA1A766C},1965.6309814453125,175.23774745989704,"{'rings': [[[493713.6465999996, 1095338.0691999998], [493757.6283, 1095327.9093999993], [493760.2121000001, 1095327.1608000007], [493761.5571999997, 1095325.9648000002], [493762.1924999999, 1095324.2060000002], [493761.85720000044, 1095321.728599999], [493759.92349999957, 1095314.3787999991], [493757.9121000003, 1095307.4134], [493755.25090000033, 1095298.9938999992], [493752.66500000004, 1095291.9112], [493752.1261999998, 1095290.8501999993], [493750.8869000003, 1095289.8699999992], [493749.51570000034, 1095289.5011], [493748.0245000003, 1095289.6627999991], [493703.9146999996, 1095300.3671000004], [493713.6465999996, 1095338.0691999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
473,31634,0,Condominio Residencial Mar de Plata,00000930 M,0,186,00017516F,00017701F,05000910003 C,112350106,2020-06-25 21:20:14,USER_INF_GEOGRAFICA,2020-12-09 15:02:41,,{8217E448-ACF2-4DC5-8A77-0A22B7E15D22},13869.30337524414,766.9421463809668,"{'rings': [[[493353.29250000045, 1096112.2206999995], [493351.8036000002, 1096111.5527], [493346.8985000001, 1096109.3519000001], [493338.2485999996, 1096111.3728999998], [493335.0904000001, 1096112.4481000006], [493333.41050000023, 1096116.4126999993], [493331.73060000036, 1096121.5196000002], [493329.64749999996, 1096130.5238000005], [493326.82519999985, 1096144.6349999998], [493323.3981999997, 1096158.4101999998], [493321.65110000037, 1096164.928200001], [493319.8367999997, 1096171.7149999999], [493319.2993000001, 1096175.2763999999], [493317.0817999998, 1096189.7907999996], [493315.6035000002, 1096200.542199999], [493313.65479999967, 1096209.0760999992], [493306.8679999998, 1096219.7601999994], [493299.0733000003, 1096229.8397000004], [493293.2531000003, 1096237.3789000008], [493292.08139999956, 1096238.6075999998], [493289.82550000027, 1096240.9730999991], [493280.7845999999, 1096250.4536000006], [493279.4101999998, 1096251.6720000003], [493269.46920000017, 1096257.7142999992], [493254.9863999998, 1096266.3410999998], [493264.9276999999, 1096286.3264000006], [493270.3713999996, 1096297.0930000003], [493273.65919999965, 1096303.5496999994], [493275.20299999975, 1096306.6602999996], [493281.02529999986, 1096303.5818000007], [493286.2812000001, 1096300.8027999997], [493290.43379999977, 1096298.6072000004], [493291.49909999967, 1096298.0439], [493294.7993000001, 1096296.2990000006], [493296.87799999956, 1096295.1998999994], [493299.39719999954, 1096293.867900001], [493302.2522999998, 1096292.3583000004], [493308.2374, 1096289.1938000005], [493313.82909999974, 1096286.2372999992], [493358.6369000003, 1096393.2048000004], [493370.02749999985, 1096391.0788000003], [493332.65249999985, 1096306.9371000007], [493367.8662999999, 1096293.242900001], [493400.58029999956, 1096280.4269999992], [493403.8437999999, 1096279.6418999992], [493399.2421000004, 1096270.8584000003], [493393.53729999997, 1096264.8476], [493388.51999999955, 1096258.5162000004], [493382.97640000004, 1096251.5700000003], [493380.44519999996, 1096250.7401], [493378.16000000015, 1096246.4180999994], [493377.0610999996, 1096241.511499999], [493378.78089999966, 1096240.0562999994], [493374.15020000003, 1096226.8214999996], [493373.24179999996, 1096222.5023999996], [493371.2708999999, 1096213.1315000001], [493358.5212000003, 1096145.3220000006], [493353.29250000045, 1096112.2206999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
474,32034,0,CONDOMINIO RESIDENCIAL VERTICAL NOGAL DOS,00004862 M,3,14,00197878 F,00197893 F,090147 0004 C,112350106,2020-09-17 17:48:17,114030753,2021-12-21 18:22:19,,{50031ADB-FF73-4FB5-87A3-67C857FE1C30},395.4456787109375,86.98389276659162,"{'rings': [[[486068.16619999986, 1100678.3420000002], [486065.61209999956, 1100647.3929999992], [486052.95579999965, 1100649.5483999997], [486055.06099999975, 1100679.4163000006], [486068.16619999986, 1100678.3420000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
475,32035,0,Condominio Residencial Vertical Nogal Dos,00004694 M,1,14,00185050 F,00185063 F,090147 0005 C,112350106,2020-09-17 17:48:33,112250314,2020-09-24 18:38:00,AC Adri.,{3D3875C7-5A5B-483E-AFE0-959782F4CBAA},404.46044921875,88.33035770692678,"{'rings': [[[486082.88329999987, 1100676.3692000005], [486078.8033999996, 1100657.1218999997], [486076.3786000004, 1100645.5594999995], [486065.61209999956, 1100647.3929999992], [486068.16619999986, 1100678.3420000002], [486075.03560000006, 1100677.7789999992], [486082.88329999987, 1100676.3692000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
476,32434,0,Condominio Vertical Alma de Escalante,00004892 M,9,111,00198988F,00199098F,010113 0009 C,112350106,2020-09-23 21:49:40,114030753,2021-12-03 20:25:57,AC Adri,{9CDBD90B-8FDF-47B9-94E4-4F73A47F15C0},788.4339904785156,135.61210977854375,"{'rings': [[[493200.46360000037, 1098789.6175999995], [493202.65270000044, 1098791.396400001], [493226.4595999997, 1098788.4967999998], [493239.3940000003, 1098786.9053000007], [493236.30150000006, 1098757.9116999991], [493232.9896999998, 1098758.2744999994], [493222.9921000004, 1098759.5348000005], [493223.05510000046, 1098759.9408999998], [493224.6310999999, 1098773.0472999997], [493198.82459999993, 1098776.1052], [493200.46360000037, 1098789.6175999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
477,32834,0,CONDOMINIO HORIZONTAL RESIDENCIAL MORANO,00001810 M,0,38,00037385F,00037415F,060038 0022 C,111570260,2020-10-05 15:40:46,114030753,2021-12-01 15:17:00,,{BD993B9C-AD0F-4D67-B27B-47D825E04EDE},8853.074005126953,491.88387855354125,"{'rings': [[[494044.3267000001, 1095887.5436000004], [494051.5234000003, 1095898.7619000003], [494057.3044999996, 1095905.7025000006], [494062.0219999999, 1095916.5724], [494074.9126000004, 1095927.8661000002], [494071.0104, 1095931.0977999996], [494063.5374999996, 1095937.7177000009], [494050.9126000004, 1095948.635399999], [494057.46729999967, 1095953.4648000002], [494097.8229, 1095917.6311000008], [494100.24739999976, 1095919.992900001], [494112.1467000004, 1095931.5845999997], [494115.77990000043, 1095928.3724000007], [494123.68819999974, 1095921.5997000001], [494128.7965000002, 1095917.1845999993], [494135.14940000046, 1095911.5074000005], [494139.15359999985, 1095908.0753000006], [494143.0694000004, 1095904.582800001], [494145.4046, 1095903.9317000005], [494149.2276999997, 1095900.2031999994], [494160.86899999995, 1095889.9287], [494158.02859999985, 1095885.6396999992], [494149.46079999954, 1095871.1774000004], [494148.1169999996, 1095868.9027999993], [494140.9294999996, 1095856.8769000005], [494140.12849999964, 1095857.2952999994], [494133.7785, 1095845.8652999997], [494134.01659999974, 1095842.2934000008], [494142.11290000007, 1095836.1020999998], [494144.7037000004, 1095833.950099999], [494141.92169999983, 1095828.7837000005], [494140.92229999974, 1095829.4505000003], [494132.5990000004, 1095817.2675], [494121.6826999998, 1095802.7633999996], [494117.7522, 1095807.5200999994], [494109.8892999999, 1095817.0358000007], [494103.8052000003, 1095824.3608999997], [494096.6085000001, 1095831.4518], [494093.6648000004, 1095834.5666000005], [494087.5067999996, 1095841.0825999994], [494081.051, 1095847.8560000006], [494075.16050000023, 1095852.0759999994], [494066.86930000037, 1095858.0160000008], [494045.6431, 1095869.1630000006], [494028.0248999996, 1095875.6579999998], [494028.5460999999, 1095877.3432], [494032.0362999998, 1095889.0643000007], [494033.8145000003, 1095893.4122000001], [494034.3951000003, 1095894.2490999997], [494044.3267000001, 1095887.5436000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
478,33234,0,CONDOMINIO COSMOPOLITAN TOWERS RESIDENCIAL ,00004939 M,26,298,00203415 F,00203712 F,09000110013 C,112350106,2020-11-06 21:16:16,114030753,2021-12-20 13:17:00,FINCA MATRIZ SE SOBREPONE CON LA 4909 M,{511E51DA-64C7-4885-8E90-EFF7BAD6F877},1372.1513671875,196.2212722252295,"{'rings': [[[487467.03220000025, 1099081.6367000006], [487491.52049999963, 1099064.4326000009], [487497.10450000037, 1099072.4497999996], [487523.38549999986, 1099054.0512000006], [487516.6579, 1099044.3292999994], [487509.5250000004, 1099034.0217000004], [487503.1933000004, 1099024.8717999998], [487476.33330000006, 1099042.5134999994], [487483.36429999955, 1099052.6468000002], [487487.3990000002, 1099058.5952000003], [487462.77520000003, 1099075.6427999996], [487467.03220000025, 1099081.6367000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
479,33634,2147483647,CONDOMINIO DOÑA RAQUEL,00000207 M,1,16,00003625 F,00003640 F,090134 0014 C,112250314,2020-11-12 14:43:15,114130745,2021-11-25 17:49:17,,{B0491E7A-6028-4638-B0F2-C8A56246D006},612.3633728027344,101.13991063521858,"{'rings': [[[485855.4478000002, 1100190.5198999997], [485849.3428999996, 1100161.6239], [485849.00129999965, 1100161.6835999992], [485839.72640000004, 1100163.3035000004], [485829.6584000001, 1100165.0183000006], [485835.74340000004, 1100195.682], [485855.4478000002, 1100190.5198999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
480,33635,0,CONDOMINIO LA FAVORITA,00000224 M,0,0,00003849 F,00003853 F,09013410013 C,112250314,2020-11-12 17:51:34,114130745,2021-11-25 17:49:17,,{CD2A9054-1883-4541-BD1B-949DFA483100},411.9035339355469,99.16566750563267,"{'rings': [[[485878.2725999998, 1100311.4757000003], [485876.8883999996, 1100301.770300001], [485895.36089999974, 1100300.0932], [485894.6394999996, 1100289.4899000004], [485865.34520000033, 1100292.0878999997], [485866.3326000003, 1100300.8279999997], [485866.54949999973, 1100302.7479999997], [485867.72860000003, 1100312.1569999997], [485878.2725999998, 1100311.4757000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
481,34034,0,CONDOMINIO COSMOPOLITAN TOWER DOS VERTICAL,00004936 M,4,89,00203200 F,00203288 F,09000110012C ,112350106,2020-11-20 16:44:48,114030753,2021-12-20 13:17:50,FINCA MATRIZ SE SOBREPONE CON LA 4909 M,{E6E614F6-B7BA-4C47-8A4F-39F11ADB38F2},441.0935363769531,92.08252349618724,"{'rings': [[[487483.94049999956, 1099053.4772999994], [487483.36429999955, 1099052.6468000002], [487476.33330000006, 1099042.5134999994], [487449.2006999999, 1099060.3343000002], [487457.12289999984, 1099071.6994000003], [487483.94049999956, 1099053.4772999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
482,34035,0,CONDOMINIO NUEVO CENTRO COLON ,00000830 M,1,58,00014616 F,00014673 F,020104 0003C,112350106,2020-11-20 18:15:25,112350106,2020-11-20 18:20:22,AC Adri,{9FB559F5-5072-4084-801C-32EF17070895},1113.605712890625,149.55123213199101,"{'rings': [[[489449.3510999996, 1098733.2862999998], [489395.3280999996, 1098738.1974999998], [489396.53560000006, 1098752.4834000003], [489449.7625000002, 1098759.4717999995], [489451.96860000025, 1098757.4101], [489449.3510999996, 1098733.2862999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
483,34434,0,CONDOMINIO RESIDENCIAL VERTICAL VIA CIUDAD,00004901 M,7,35,00200834 F,00200868 F,05003810039 C,111570260,2020-12-02 20:45:13,111570260,2020-12-02 21:18:31,,{06B28973-BD29-4853-A3B6-D3B2A1EA0B73},1691.7352294921875,175.07845634151118,"{'rings': [[[493284.6771999998, 1097347.8299000002], [493282.0203, 1097344.5649999995], [493269.3239000002, 1097351.3392999992], [493259.02440000046, 1097356.9104999993], [493260.82600000035, 1097360.0887000002], [493273.42069999967, 1097382.3074999992], [493278.6524, 1097391.4979999997], [493288.5717000002, 1097408.9437000006], [493314.9008999998, 1097392.2951999996], [493298.49340000004, 1097367.9392000008], [493297.96270000003, 1097367.2470999993], [493293.8984000003, 1097361.9474999998], [493287.5389999999, 1097352.2715000007], [493284.6771999998, 1097347.8299000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
484,35235,0,CONDOMINIO TENERIFE,00001253,3,5,00023950 F,00023954 F,040129 0013 C,114130745,2020-12-21 15:14:49,114130745,2020-12-21 15:19:20,,{94712D00-194E-4530-83F8-10BDD3F7F97C},319.0560302734375,78.630150762316,"{'rings': [[[492575.94180000015, 1097667.456700001], [492573.4713000003, 1097656.7717000004], [492546.0418999996, 1097661.6280000005], [492548.7123999996, 1097673.2868000008], [492575.94180000015, 1097667.456700001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
485,35634,2147483647,CONDOMINIO VERTICAL RESIDENCIAL RIVERMOON,00004057 M,3,8,00145612 F,00145619 F,07000450019 C,114130745,2021-01-28 15:43:57,114130745,2021-12-07 17:40:30,,{E6E28157-5F55-4F50-AF74-24F0C0545E20},814.5590515136719,117.5947245930827,"{'rings': [[[488365.1047, 1099940.049900001], [488354.1442999998, 1099932.7752999999], [488345.7187999999, 1099927.1831999999], [488342.9445000002, 1099925.7526999991], [488329.2072999999, 1099959.8162999991], [488336.87870000023, 1099963.8257999998], [488345.8761, 1099969.5087000001], [488365.1047, 1099940.049900001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
486,36434,0,CONDOMINIO TORRE UNIVERSAL DE FINCAS FILIALES MATR,00004876 M,1,2,00198636 F,00198637 F,080001 0173 C,114130745,2021-02-10 21:53:28,114130745,2021-02-10 21:53:28,,{996094F2-78F4-47C4-B748-A8112DDD2815},3213.7450561523438,250.80282355528945,"{'rings': [[[489186.7659, 1098132.7266000006], [489185.9475999996, 1098128.8292999994], [489182.0371000003, 1098108.0394000001], [489179.79959999956, 1098093.2796], [489178.2932000002, 1098081.2609], [489174.5845999997, 1098051.6707000006], [489141.6528000003, 1098054.3893999998], [489145.6665000003, 1098084.9152000006], [489137.2419999996, 1098086.1735999994], [489143.0334000001, 1098138.2281], [489186.7659, 1098132.7266000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
487,36834,0,CONDOMINIO VERTICAL COMERCIAL RESIDENCIAL TURISTIC,00004934 M,42,318,00202701 F,00203018 F,08000910001,114130745,2021-02-12 20:31:50,114130745,2021-02-16 16:22:03,,{63FF15CF-5439-4E37-8162-128941A57CC4},2081.7771606445312,194.5342014041841,"{'rings': [[[488265.41750000045, 1098947.1993000004], [488265.36010000017, 1098945.5343999993], [488246.1018000003, 1098946.7712999992], [488244.1481999997, 1098946.8957000002], [488244.3925999999, 1098948.8746000007], [488244.69460000005, 1098955.4616999999], [488219.6188000003, 1098957.1447], [488219.71190000046, 1098958.9680000003], [488221.3766999999, 1098982.7762000002], [488222.6917000003, 1099000.3958], [488246.67700000014, 1098998.6897], [488246.6133000003, 1098995.6853], [488267.0094999997, 1098994.203400001], [488265.41750000045, 1098947.1993000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
488,37234,0,CONDOMINIO VERTICAL RESIDENCIAL ALMENDARES 1,00004937 M,3,54,00203289 F,00203342 F,110004 0001 C,114130745,2021-02-16 16:19:36,114130745,2021-02-16 16:27:04,,{E78C4B90-929F-4012-9624-A948331AC7E3},4402.723052978516,267.27571209475093,"{'rings': [[[490262.8167000003, 1096601.7127], [490278.8761, 1096595.8095999993], [490288.6616000002, 1096592.9668000005], [490289.94909999985, 1096592.5288999993], [490295.95270000026, 1096590.6659999993], [490304.5455, 1096586.8796999995], [490314.2763, 1096581.8366], [490289.0332000004, 1096508.5099999998], [490279.07859999966, 1096515.2826000005], [490265.5992999999, 1096524.4476999994], [490253.6144000003, 1096531.7233000007], [490229.6355999997, 1096548.2523999996], [490252.9698999999, 1096584.2807], [490262.8167000003, 1096601.7127]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
489,37634,0,CONDOMINIO HORIZONTAL COMERCIAL J.W.,00001364 M,0,35,0026690 F,0026724 F,070001 0079 C,111570260,2021-02-17 15:59:19,111570260,2021-02-17 16:09:39,,{B0D82803-C31D-40D2-A6C5-0DF083867EDE},16137.14566040039,735.7783091472016,"{'rings': [[[489891.4171000002, 1099956.6691999994], [489882.8903999999, 1099910.0646000002], [489881.5636, 1099873.1258000005], [489877.2786999997, 1099835.6906000003], [489881.0758999996, 1099742.4016999993], [489868.35730000027, 1099733.2985999994], [489858.0806, 1099721.8541], [489847.18939999957, 1099706.8285000008], [489840.4332999997, 1099695.0994000006], [489832.68649999984, 1099674.2075999994], [489828.90029999986, 1099659.2029], [489823.61230000015, 1099648.8990000002], [489816.3048999999, 1099643.4302999992], [489823.44859999977, 1099972.398600001], [489891.4171000002, 1099956.6691999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
490,38034,0,CONDOMINIO VERTICAL RESIDENCIAL SJ-1-371812-96,000004468,0,2,00169509 F,00169510 F,10002870008 C,114130745,2021-03-19 15:02:33,114130745,2021-03-19 15:09:33,,{CB72ABF3-28E7-4865-B49E-30393C34D8AB},128.26171875,48.54583447270006,"{'rings': [[[489724.11670000013, 1096172.2893000003], [489720.99459999986, 1096165.2512999997], [489705.87009999994, 1096171.8749000002], [489709.07550000027, 1096179.0393000003], [489724.11670000013, 1096172.2893000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
491,38434,0,RESIDENCIAL PACUARE,00000938 M,1,7,00017757 F,00017763 F,0700068 0045C,112250314,2021-04-08 22:04:50,112250314,2021-04-12 17:39:26,,{0BDBDD9D-B44E-4AE8-9055-7618F99EA3E4},1192.1980285644531,138.1995441577075,"{'rings': [[[486885.8967000004, 1101043.3593000006], [486865.1409, 1101016.6177999992], [486837.07409999985, 1101038.5313000008], [486857.0948999999, 1101064.6601], [486885.8967000004, 1101043.3593000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
492,38834,0,CONDOMINIO DOÑA SARITA,00000209 M,1,5,00003647 F,00007477 F,060085 0010C,112250314,2021-04-13 14:48:06,112250314,2021-04-13 14:59:39,,{8EF81ED6-D197-44A2-BE6E-542C68209390},2485.8517150878906,208.81134210431512,"{'rings': [[[493001.49870000035, 1095366.8849], [493000.8618999999, 1095360.105799999], [492998.9223999996, 1095360.2197999991], [492964.44319999963, 1095362.2467], [492964.99729999993, 1095368.4517], [492965.4484000001, 1095374.5100999996], [492966.11209999956, 1095383.4254], [492966.85780000035, 1095393.4417000003], [492967.4910000004, 1095401.8078000005], [492968.07189999986, 1095409.3329000007], [492968.3570999997, 1095413.0263999999], [492969.7198999999, 1095431.4826999996], [493006.45100000035, 1095425.5494], [493004.66339999996, 1095405.4860999994], [493004.18929999974, 1095398.4614000004], [493003.6606999999, 1095390.6285999995], [493002.96669999976, 1095382.5134999994], [493002.25569999963, 1095374.9441999998], [493001.49870000035, 1095366.8849]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
