,OBJECTID,ENTIDAD,SUBCATEGORIA,CATEGORIA,NOMBRE,ABREVIADO,TIPO_SEDE,ID_DISTRITO,OBSER_INSTITUCION,SHAPE
189,204,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,COMPAÑÍA NACIONAL DE FUERZA Y LUZ S.A.,CNFL,PLANTEL,8, ,"{'rings': [[[487064.62009999994, 1098267.7621999998], [487178.24010000005, 1098240.4122000001], [487174.1601, 1098207.6322000008], [487162.2001, 1098200.4922000002], [487154.73220000044, 1098202.1896000002], [487156.1867000004, 1098212.5533000007], [487128.8563000001, 1098219.4787000008], [487126.5701000001, 1098231.9222], [487120.59410000034, 1098233.5732000005], [487121.11010000017, 1098235.5022], [487102.75009999983, 1098239.9122000001], [487098.6401000004, 1098221.9822000004], [487096.0488, 1098222.7704000007], [487095.5201000003, 1098221.0321999993], [487092.03330000024, 1098221.8752999995], [487091.57770000026, 1098219.9910000004], [487087.9801000003, 1098221.1422000006], [487087.69010000024, 1098219.7021999992], [487069.00009999983, 1098224.0121999998], [487070.37009999994, 1098229.7522], [487056.44070000015, 1098233.2073], [487060.22559999954, 1098248.4660999998], [487057.72009999957, 1098249.1121999994], [487059.47009999957, 1098256.7721999995], [487060.67009999976, 1098256.4822000004], [487061.87009999994, 1098256.1921999995], [487064.62009999994, 1098267.7621999998]], [[487098.3400999997, 1098296.9990999997], [487139.8201000001, 1098286.9190999996], [487140.49010000005, 1098289.6291000005], [487143.12009999994, 1098288.7791000009], [487143.2001, 1098289.109099999], [487148.8901000004, 1098287.7291], [487148.2600999996, 1098285.1191000007], [487161.87200000044, 1098281.8081], [487162.49010000005, 1098284.3490999993], [487168.87009999994, 1098282.7291], [487168.36010000017, 1098280.2391], [487182.7301000003, 1098276.7490999997], [487182.0201000003, 1098273.8191], [487186.67009999976, 1098272.5291000009], [487183.30009999964, 1098258.8091000002], [487179.5800999999, 1098259.9390999991], [487178.7100999998, 1098260.1991000008], [487178.42009999976, 1098258.9691000003], [487102.5831000004, 1098277.8694000002], [487095.7600999996, 1098279.3691000007], [487086.54009999987, 1098281.609099999], [487082.3201000001, 1098283.0790999997], [487086.5900999997, 1098301.7391], [487091.6501000002, 1098300.6790999994], [487098.8211000003, 1098298.9013], [487098.5850999998, 1098297.9491000008], [487098.3400999997, 1098296.9990999997]], [[487126.1141999997, 1098128.4704999998], [487123.91420000046, 1098117.1504999995], [487074.95419999957, 1098127.0004999992], [487077.23419999983, 1098138.3204999994], [487126.1141999997, 1098128.4704999998]], [[487122.7829999998, 1098112.8808999993], [487120.50930000003, 1098101.8395000007], [487071.8942, 1098111.8505000006], [487073.7045, 1098120.9677000009], [487074.09420000017, 1098122.9305000007], [487122.7829999998, 1098112.8808999993]], [[487057.3267000001, 1098182.4992999993], [487055.3267000001, 1098171.8893], [487023.90670000017, 1098178.2392999995], [487026.0267000003, 1098188.7693000007], [487057.3267000001, 1098182.4992999993]], [[487167.62009999994, 1098169.8222000003], [487165.75009999983, 1098160.3322], [487149.74010000005, 1098150.1021999996], [487140.5301000001, 1098151.9822000004], [487142.5301000001, 1098162.7422000002], [487146.8400999997, 1098162.0921999998], [487155.92009999976, 1098168.1121999994], [487156.94010000024, 1098172.2621999998], [487167.62009999994, 1098169.8222000003]], [[487217.7396999998, 1098288.9455999993], [487214.1255999999, 1098281.0475999992], [487185.9905000003, 1098292.4355999995], [487191.7960999999, 1098301.1440999992], [487217.7396999998, 1098288.9455999993]], [[487112.0235000001, 1098317.5890999995], [487140.3535000002, 1098308.859099999], [487137.7834999999, 1098300.5090999994], [487133.9946999997, 1098301.6831], [487133.5535000004, 1098300.2590999994], [487129.71160000004, 1098301.4430999998], [487130.2034999998, 1098303.0391000006], [487108.4634999996, 1098309.7391], [487109.9634999996, 1098314.5990999993], [487110.99349999987, 1098314.2791000009], [487112.0235000001, 1098317.5890999995]], [[487080.0700000003, 1098204.7248], [487072.69010000024, 1098167.6050000004], [487068.5044, 1098168.8166000005], [487075.77419999987, 1098205.8263000008], [487080.0700000003, 1098204.7248]], [[487105.1679999996, 1098320.9850999992], [487103.0301000001, 1098313.5321999993], [487100.6509999996, 1098314.2152999993], [487099.4901999999, 1098310.1722], [487090.19010000024, 1098312.8421999998], [487091.3901000004, 1098317.0321999993], [487088.97009999957, 1098317.7222000007], [487091.0639000004, 1098325.0310999993], [487105.1679999996, 1098320.9850999992]], [[487068.83490000013, 1098202.9625000004], [487064.31879999954, 1098177.958900001], [487059.2520000003, 1098179.170499999], [487064.31879999954, 1098204.0639999993], [487068.83490000013, 1098202.9625000004]], [[487188.55009999964, 1098135.1821999997], [487186.30590000004, 1098124.2416999992], [487175.93730000034, 1098126.3685999997], [487178.19010000024, 1098137.4622000009], [487188.55009999964, 1098135.1821999997]], [[487193.47109999973, 1098235.7707000002], [487192.7882000003, 1098232.0832000002], [487188.00820000004, 1098233.0392000005], [487186.2326999996, 1098224.7083], [487178.9944000002, 1098225.8008999992], [487180.4967, 1098237.9558000006], [487193.47109999973, 1098235.7707000002]], [[487219.8295999998, 1098215.5579000004], [487219.55649999995, 1098202.173800001], [487211.36209999956, 1098202.4469000008], [487212.0449999999, 1098215.8311], [487219.8295999998, 1098215.5579000004]], [[487176.6794999996, 1098297.6929000001], [487173.63049999997, 1098287.6725999992], [487164.30950000044, 1098290.5029000007], [487167.34949999955, 1098300.5229000002], [487176.6794999996, 1098297.6929000001]], [[487150.9802000001, 1098306.1158000007], [487147.9310999997, 1098296.0954999998], [487138.6102, 1098298.9257999994], [487141.65020000003, 1098308.9458000008], [487150.9802000001, 1098306.1158000007]], [[487161.0445999997, 1098292.6548999995], [487160.96559999976, 1098292.3946000002], [487151.64460000023, 1098295.2248999998], [487154.68460000027, 1098305.2448999994], [487164.01460000034, 1098302.4148999993], [487161.0445999997, 1098292.6548999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
190,205,GOBIERNO,ENTE PÚBLICO NO ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,CORPORACIÓN BANANERA NACIONAL,CORPORACIÓN BANANERA NACIONAL,OFICINAS CENTRALES,5, ,"{'rings': [[[493976.45380000025, 1097361.2179000005], [493981.49120000005, 1097358.9375], [493981.3532999996, 1097357.955], [493975.18929999974, 1097360.9220000003], [493974.2368000001, 1097359.228599999], [493975.5067999996, 1097358.6995], [493975.983, 1097359.6520000007], [493981.2273000004, 1097357.0572999995], [493979.41220000014, 1097344.1246000007], [493971.9763000002, 1097342.3862999994], [493970.96439999994, 1097342.4023000002], [493960.5340999998, 1097342.5671999995], [493941.7388000004, 1097342.922700001], [493928.2728000004, 1097343.2258000001], [493911.5571999997, 1097343.4936999995], [493911.8744000001, 1097353.8999000005], [493914.3085000003, 1097354.0056999996], [493914.46690000035, 1097365.2493999992], [493949.6886999998, 1097363.9276], [493949.7681, 1097362.9750999995], [493953.33999999985, 1097362.8164000008], [493953.18120000046, 1097358.5300999992], [493962.1506000003, 1097358.5300999992], [493962.03949999996, 1097352.5769999996], [493949.49820000026, 1097352.8416000009], [493949.49820000026, 1097351.4657000005], [493953.5198999997, 1097351.307], [493953.5728000002, 1097349.9310999997], [493962.0433, 1097349.6510000005], [493961.2126000002, 1097345.7519000005], [493965.39969999995, 1097345.4703000002], [493968.62760000024, 1097352.3494000006], [493967.88680000044, 1097352.8785999995], [493972.6492999997, 1097362.1919999998], [493966.2993000001, 1097366.0020000003], [493966.4879999999, 1097366.7391999997], [493968.4159000004, 1097365.5649999995], [493972.64630000014, 1097363.1796000004], [493976.45380000025, 1097361.2179000005]], [[493974.21559999976, 1097341.8030999992], [493972.55599999987, 1097324.1246000007], [493950.90830000024, 1097325.1313000005], [493952.0716000004, 1097342.7009999994], [493974.21559999976, 1097341.8030999992]], [[493970.8025000002, 1097320.8480999991], [493969.9294999996, 1097306.0914999992], [493949.7681, 1097307.9099000003], [493950.73979999963, 1097322.5864000004], [493970.8025000002, 1097320.8480999991]], [[493907.4896, 1097371.5233999994], [493907.3816999998, 1097364.5625999998], [493888.8872999996, 1097365.038899999], [493888.9798999997, 1097371.759299999], [493907.4896, 1097371.5233999994]], [[493901.4286000002, 1097363.3719999995], [493901.11110000033, 1097355.1170000006], [493885.95040000044, 1097356.2281999998], [493886.33330000006, 1097363.8849999998], [493901.4286000002, 1097363.3719999995]], [[493897.99810000043, 1097346.044399999], [493897.95050000027, 1097341.7687], [493894.14049999975, 1097341.8480999991], [493894.14049999975, 1097337.6412000004], [493889.9336000001, 1097337.5617999993], [493889.9548000004, 1097345.9914999995], [493897.99810000043, 1097346.044399999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
191,206,GOBIERNO,EMPRESA PÚBLICA ESTATAL,SECTOR PÚBLICO DESCENTRALIZADO,CORREOS DE COSTA RICA S.A.,CORREOS DE COSTA RICA,OFICINAS CENTRALES,2, ,"{'rings': [[[491211.8163999999, 1098561.2844999991], [491218.53639999963, 1098639.6169000007], [491246.36870000046, 1098637.0384], [491239.59669999965, 1098559.5854000002], [491211.8163999999, 1098561.2844999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
192,208,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486989.70770000014, 1098981.8651], [486998.66029999964, 1099002.2311000004], [487003.28170000017, 1099000.1604999993], [487008.04310000036, 1098998.0298999995], [487012.61429999955, 1098995.9792999998], [487041.6431, 1098982.8157000002], [487046.3145000003, 1098980.7451000009], [487050.92590000015, 1098978.704500001], [487055.5371000003, 1098976.6739000008], [487053.6366999997, 1098972.3427000009], [487048.7553000003, 1098961.2193], [487046.54470000044, 1098956.1876999997], [487042.16330000013, 1098958.1783000007], [487037.45189999975, 1098960.3290999997], [487032.7905000001, 1098962.4596999995], [487023.44770000037, 1098966.8008999992], [487021.9572999999, 1098963.0097000003], [487013.9649, 1098966.5506999996], [487015.5954999998, 1098970.2619000003], [486989.70770000014, 1098981.8651]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
193,209,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[487038.9020999996, 1098992.6184999999], [487046.24430000037, 1099008.2533], [487075.43290000036, 1098995.1494999994], [487079.6741000004, 1098993.1590999998], [487084.3454999998, 1098990.9782999996], [487088.95689999964, 1098988.8177000005], [487082.0850999998, 1098973.2531000003], [487077.5636999998, 1098975.263699999], [487072.8822999997, 1098977.3443], [487068.4512, 1098979.3048999999], [487067.4483000003, 1098977.0576000009], [487067.4617999997, 1098977.0515], [487066.94049999956, 1098975.8639000002], [487061.34889999963, 1098978.1245000008], [487061.9967, 1098979.7375000007], [487062.8393000001, 1098981.8355], [487061.9820999997, 1098979.7211000007], [487042.1149000004, 1098988.6680999994], [487043.3426999999, 1098990.8783], [487038.9020999996, 1098992.6184999999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
194,210,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486978.7843000004, 1099019.6460999995], [486985.8063000003, 1099035.4608999994], [486990.4474999998, 1099033.4302999992], [486995.1690999996, 1099031.3696999997], [486999.5603, 1099029.4491000008], [487003.42310000025, 1099027.6764000002], [487028.89910000004, 1099015.9853000008], [487021.94710000046, 1099000.240700001], [486997.9698999999, 1099010.9537000004], [486996.34949999955, 1099007.3926999997], [486995.8992999997, 1099007.5726999994], [486990.6579, 1099009.6932999995], [486992.3320000004, 1099013.4674999993], [486978.7843000004, 1099019.6460999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
195,211,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486974.52639999986, 1099021.0983000007], [486992.3320000004, 1099013.4674999993], [486992.2653000001, 1099013.3150999993], [486991.77190000005, 1099012.1603999995], [486991.6935999999, 1099011.9871999994], [486984.5061999997, 1099015.0678000003], [486972.32940000016, 1098988.2792000007], [486969.41899999976, 1098989.6019000001], [486981.5669999998, 1099016.327299999], [486980.2944, 1099016.7918999996], [486968.1490000002, 1098990.7662000004], [486964.9740000004, 1098992.2477000002], [486977.1037999997, 1099018.2402], [486973.8914000001, 1099019.616800001], [486974.52639999986, 1099021.0983000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
196,212,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486975.3432, 1099023.5472], [486968.7712000003, 1099026.4780000001], [486972.39219999965, 1099034.9605999999], [486979.7243999997, 1099031.7497000005], [486975.98340000026, 1099023.257099999], [486975.3432, 1099023.5472]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
197,213,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486955.7611999996, 1098995.8727000002], [486952.74480000045, 1098997.2219999991], [486964.68539999984, 1099023.9123999998], [486967.70160000026, 1099022.5628999993], [486955.7611999996, 1098995.8727000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
198,214,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[487033.9905000003, 1099016.0154], [487042.5429999996, 1099019.0662999991], [487045.2439000001, 1099012.2544], [487040.14240000024, 1099010.2237], [487039.38210000005, 1099012.3944000006], [487035.72109999973, 1099011.0039000008], [487033.9905000003, 1099016.0154]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
199,215,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[487067.4617999997, 1098977.0515], [487068.4512, 1098979.3048999999], [487095.58800000045, 1098967.202299999], [487082.58029999956, 1098938.2831999995], [487078.0044999998, 1098940.3704000004], [487089.9391999999, 1098966.9629999995], [487081.01379999984, 1098970.7758000009], [487069.17399999965, 1098944.0632000007], [487065.9628999997, 1098945.5884000007], [487077.9648000002, 1098972.3014000002], [487076.6398, 1098972.8827999998], [487066.12459999975, 1098949.5390000008], [487064.5981999999, 1098946.1503999997], [487061.46729999967, 1098947.4348000009], [487073.48699999973, 1098974.3398000002], [487067.4617999997, 1098977.0515]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
200,216,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486945.2145999996, 1098979.9041000009], [486947.62519999966, 1098985.4758000001], [486952.92679999955, 1098983.3151999991], [486950.3761, 1098977.7335], [486950.2560999999, 1098977.7835000008], [486945.2145999996, 1098979.9041000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
201,217,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486929.53529999964, 1098953.7035000008], [486938.26669999957, 1098972.4300999995], [486950.38630000036, 1098967.0305000003], [486949.7960999999, 1098965.7201000005], [486957.35830000043, 1098961.7389000002], [486954.24789999984, 1098954.5614], [486952.7142000003, 1098951.0221999995], [486949.82270000037, 1098944.3497000001], [486932.3510999996, 1098952.1259000003], [486929.53529999964, 1098953.7035000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
202,218,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486932.3510999996, 1098952.1259000003], [486949.82270000037, 1098944.3497000001], [486948.4626000002, 1098941.2114000004], [486946.3652999997, 1098936.3713000007], [486942.45409999974, 1098938.1616999991], [486939.8733000001, 1098932.0501000006], [486925.82710000034, 1098938.1712999996], [486932.3510999996, 1098952.1259000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
203,219,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486948.4626000002, 1098941.2114000004], [486952.7142000003, 1098951.0221999995], [486956.96609999985, 1098949.1747999992], [486957.35529999994, 1098950.0949000008], [486959.3970999997, 1098949.0478000008], [486954.79449999984, 1098938.4155000001], [486948.4626000002, 1098941.2114000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
204,220,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486943.5844999999, 1098930.4395000003], [486933.39169999957, 1098906.7524999995], [486937.94290000014, 1098904.7719], [486945.18510000035, 1098901.6309999991], [486981.1257999996, 1098886.0467000008], [486991.0588999996, 1098881.7355000004], [487001.2516999999, 1098905.4024999999], [487008.3236999996, 1098902.3417000007], [487013.9753999999, 1098899.8809999991], [487018.87689999957, 1098897.760399999], [487021.1275000004, 1098896.7800999992], [487020.7474999996, 1098896.0899], [487000.9612999996, 1098851.5897000004], [486905.44350000005, 1098894.3884999994], [486923.6684999997, 1098939.1120999996], [486925.82710000034, 1098938.1712999996], [486939.8733000001, 1098932.0501000006], [486943.5844999999, 1098930.4395000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
205,221,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[487050.25629999954, 1098876.5944999997], [487022.99810000043, 1098888.7678999994], [487010.1344999997, 1098859.0188999996], [487018.96719999984, 1098855.0177999996], [487029.80040000007, 1098850.1064], [487032.1010999996, 1098849.0660999995], [487041.11390000023, 1098844.8950999994], [487054.2374999998, 1098874.1237000003], [487055.3579000002, 1098873.6535], [487059.74909999967, 1098883.3162999991], [487063.5301000001, 1098881.6861000005], [487063.06010000035, 1098880.5256999992], [487066.71109999996, 1098878.8553], [487044.8381000003, 1098831.9295000006], [487000.9612999996, 1098851.5897000004], [487020.7474999996, 1098896.0899], [487052.46690000035, 1098881.7759000007], [487050.25629999954, 1098876.5944999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
206,222,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[487029.80040000007, 1098850.1064], [487018.96719999984, 1098855.0177999996], [487024.5186999999, 1098867.0614], [487035.27190000005, 1098862.1999999993], [487029.80040000007, 1098850.1064]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
207,223,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486937.94290000014, 1098904.7719], [486933.39169999957, 1098906.7524999995], [486934.86199999973, 1098910.1634], [486939.6233999999, 1098908.2430000007], [486937.94290000014, 1098904.7719]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
208,224,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486945.18510000035, 1098901.6309999991], [486948.426, 1098908.4530999996], [486984.1465999996, 1098893.1488000005], [486981.1257999996, 1098886.0467000008], [486945.18510000035, 1098901.6309999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
209,225,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486940.50370000023, 1098923.2873999998], [486940.50629999954, 1098923.2862], [486944.13460000046, 1098921.7070000004], [486941.7340000002, 1098916.2553000003], [486938.1860999996, 1098917.8943000007], [486938.18290000036, 1098917.8958], [486940.50370000023, 1098923.2873999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
210,226,GOBIERNO,INSTITUCIÓN AUTÓNOMA,SECTOR PÚBLICO DESCENTRALIZADO,INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS,AYA,OFICINAS CENTRALES,9, ,"{'rings': [[[486975.73390000034, 1098924.6881000008], [486965.50090000033, 1098928.9892999995], [486970.89240000024, 1098941.8131000008], [486981.1255000001, 1098937.5219], [486975.73390000034, 1098924.6881000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
